source,target
Das wird eine gute Erinnerung an meine Reise durch die Vereinigten Staaten sein.,This will be a good souvenir of my trip around the United States.
Ich will Französischlehrerin werden.,I want to become a French teacher.
Tom trinkt nachmittags nie Kaffee.,Tom never drinks coffee in the afternoon.
Er hält eine Katze.,He keeps a cat.
"Woher weiß ich, dass Sie sich das nicht einfach nur ausdenken?",How do I know you're not just making this up?
Der Stuhl ist noch nicht angekommen.,The chair hasn't arrived yet.
Tom und Maria sind intelligente Leute.,Tom and Mary are intelligent people.
"Ich esse Sushi, wann immer ich die Gelegenheit dazu bekomme.",I eat sushi every chance I get.
Ich möchte es jetzt wissen.,I want to know now.
Sie haben nie zurückgerufen.,You never called back.
Er kann sowohl Englisch als auch Französisch sprechen.,He can speak both English and French.
"Sie liebt das Kind, als wäre es ihr eigenes.",She loves the child as if it were her own.
Ich werde im Haus meiner Tante schlafen.,I will sleep at my aunt's.
Er ist nicht größer als ich.,He is not any taller than I am.
Hast du das Ziel verfehlt?,Did you miss the target?
Wo wohnt ihr in der Türkei?,Where in Turkey do you live?
Ich hole unsere Mäntel an der Garderobe ab.,I'll grab our coats from the cloakroom.
"Ist dir nicht klar, was du zu tun hast?",Don't you understand what you have to do?
"Ich habe vergessen, das zu erwähnen.",I forgot to mention it.
Ich will eine Skulptur.,I want a sculpture.
Die Schlüssel hat Tom.,Tom has the keys.
Sieht es heute wolkig aus?,Does it look cloudy today?
Die Kunden sollen künftig eine komplette Aufstellung der Kosten erhalten und über die gesamte Bandbreite von Produkten informiert werden.,"In the future, customers will receive a complete list of costs and be informed about the entire range of products."
Was machst du da mit Toms Sachen?,What're you doing with Tom's stuff?
Die Zuschauer hielten den Atem an.,The audience gasped.
Eine meiner Töchter geht auf dieselbe Schule wie Tom.,One of my daughters goes to the same school as Tom does.
Tom braucht ein Bad.,Tom needs a bath.
Siehst du die?,Do you see them?
Vielleicht sollten wir uns einfach hinsetzen.,Maybe we should just sit down.
"Es gibt Menschen, die es nicht zugeben können, wenn sie unrecht haben.",There are people who can't admit they're wrong.
"Frau Präsidentin, ich möchte dem Parlament und dem Berichterstatter, Herrn Kuntz, für diesen ausgewogenen Bericht danken, in dem die Fortschritte Albaniens auf seinem Weg zur europäischen Integration anerkannt werden.","Madam President, I would like to thank Parliament and the rapporteur, Mr Kuntz, for this well-balanced report, which acknowledges the progress Albania has made on its path to European integration."
"Tom sagt, er belüge Maria nie, aber er macht es oft.","Tom says he never lies to Mary, but he often does."
"Ein Indiz dafür ist die Zahl der arbeitslosen Akademiker, die durch den billigen Wettbewerb, der sich aus dem Ausland drängt, verdrängt wurden.","One indication of this is the number of unemployed academics, who have been displaced by the cheap competition pushing its way in from abroad."
Tom hatte viel Spaß dabei.,Tom had a lot of fun doing it.
Tom leerte sein Glas.,Tom emptied his glass.
"Wir sind uns nicht ganz sicher, was das Problem ist.",We're not entirely sure what the problem is.
"Ich habe gehört, Sie arbeiten jetzt als Bühnenkomikerin.",I heard that you're now working as a stand-up comedian.
"Ihr seid noch nicht fertig, oder?","You aren't ready yet, are you?"
"Ich habe gehört, daß Tom dir einen Antrag gemacht haben soll.",I heard that Tom asked you to marry him.
Tom machte für Mary den Abwasch.,Tom did the dishes for Mary.
Sie sucht ihre Autoschlüssel.,She is looking for her car keys.
Das Schloss ist auf der anderen Flussseite.,The castle is on the other side of the river.
Es kam bei dem Feuer niemand ums Leben.,No one was killed in the fire.
Ich möchte lieber nicht darüber reden.,I'd rather not talk about it.
Tom war ein wenig besorgt.,Tom was a little worried.
"Ich denke, du wirst angenehm überrascht sein.",I think you'll be pleasantly surprised.
Der Benzinpreis steigt.,The price of gas is rising.
Ich kann einen Frosch nicht von einer Kröte unterscheiden.,I can't distinguish a frog from a toad.
Du brauchst dich nicht sofort zu entscheiden.,You don't have to make up your mind right now.
Es geht sogar noch leichter.,There's an even easier way to do it.
Ihr seid Schauspielerinnen.,You are actresses.
"Ich weiß nicht, ob es morgen regnen wird.",I don't know if it'll rain tomorrow.
"Es ist unhöflich, andere Leute anzustarren.",It isn't polite to stare at people.
Wie gefällt dir dein neuer Rechner?,How do you like your new computer?
Ich mag keinen von beiden.,I don't like either of them.
Eines Tages wirst du berühmt sein.,"One day, you'll be famous."
Schlagen Sie dieses Wort bitte im Wörterbuch nach!,Please look up this word in a dictionary.
"Ich habe dir gesagt, dass das Konzert langweilig würde. Warum hast du mir nicht geglaubt?",I told you the concert was going to be boring. Why didn't you believe me?
Möchtest du wirklich in Boston arbeiten?,Do you really want to work in Boston?
"Du musst gehen, ob es dir nun gefällt oder nicht.",You have to go whether you like it or not.
Was haben Sie zum Frühstück gegessen?,What did you eat for breakfast?
An Toms Schuhsohle klebte Kaugummi.,There was some chewing gum stuck to the sole of Tom's shoe.
Ich bin schwerer als du.,I'm heavier than you are.
Ich muss meine nächste Reise planen.,I need to plan my next trip.
Bewegung ist gut für die Gesundheit.,Exercise is good for your health.
Ich zeig's euch.,I'll show you.
Er isst ausschließlich Obst.,He doesn't eat anything except fruit.
Diese Geschichte habe ich schon gehört.,I've already heard this story.
Lernt diese Sätze.,Learn those sentences.
"Gib acht, dass du dir nicht den Gaumen verbrennst!",Be careful not to burn the roof of your mouth.
Sprechen die Französisch?,Are they speaking French?
Ich habe mich ans Überstundenmachen gewöhnt.,I got used to working overtime.
Tom war echt zum Totlachen.,Tom was really hilarious.
Tom wandte sich ratsuchend an Maria.,Tom turned to Mary for advice.
Versuch dich nicht herauszureden!,Don't try to talk your way out of it.
Tom hat das Herz am rechten Fleck.,Tom's heart is in the right place.
"Ich wünschte, meine Frau könnte so gut kochen wie Ihre.",I wish my wife was as good a cook as yours.
"Meinen Sie, dass Tom recht hat?",Do you think Tom is right?
Ich will eine Tasse Eistee.,I want a cup of iced tea.
"Willst du damit sagen, daß du meinst, ich könnte das nicht?",Are you saying that you don't think I can do it?
Du hättest dich bei ihr entschuldigen sollen.,You ought to have apologized to her.
Gebt mir einen Abschiedskuß!,Kiss me goodbye.
"Ich habe meinen Chef in Boston angerufen, und der hat gesagt, ich könne noch eine Woche in Chicago bleiben.",I called my boss in Boston and he said I could stay in Chicago for another week.
Er wurde hinter Gitter gebracht.,He was thrown behind bars.
"Wusstet ihr, dass Tom einsam ist?",Did you know Tom was lonely?
Ich will keine Geheimnisse vor dir haben.,I don't want to have any secrets from you.
Du solltest mit uns kommen.,You should come with us.
Sind Sie Einzelkind?,Are you an only child?
"Iss, solange es noch heiß ist!",Eat it while it's hot.
Welche Spiele hast du?,What games do you have?
Sie ging im Park spazieren.,She took a walk in the park.
Können Sie den Preis auf zehn Dollar herabsetzen?,Can you lower the price to ten dollars?
Tom wurde erstochen.,Tom has been stabbed.
Millionen von Menschen verloren ihre Arbeit.,Millions of people lost their jobs.
"Sie arbeitet hier, aber eigentlich befindet sich ihr Büro im ersten Stock.","She works here, but her office is actually on the second floor."
Möchtest Du mit Tom spielen?,Would you like to play with Tom?
Er wird morgen viel zu tun haben.,He will be busy tomorrow.
Das werde ich wohl hinbekommen.,I should be able to do that.
Tom hat mir gerade eine E-Mail geschickt.,Tom just sent me an email.
Du solltest dich mit mir freuen.,You should be happy for me.
Sie sollte mehr auf andere hören.,She should listen more to other people.
Sie haben mehr als genug getan.,You've done more than enough.
Wir brauchen noch etwas mehr Zeit.,We're going to need some more time.
Der Mann hat eine Schachtel.,That man has one box.
"Man hätte eine Stecknadel im Restaurant fallen hören können, nachdem Mary Tom eine Ohrfeige verpasst hatte, Wein über ihn geschüttet hatte und hinausgestürmt war.","You could've heard a pin drop in the restaurant after Mary slapped Tom in the face, threw a glass of wine over him and stomped out."
Sprechen Sie über etwas Bestimmtes?,Are you talking about something specific?
"Wir sind im gleichen Alter, doch unterschiedlich groß.","We are the same age, but different heights."
Ich habe keine Zeit für Urlaub.,I cannot afford the time for a vacation.
Tom missbrauchte mein Vertrauen.,Tom abused my trust.
Die Welt ist böse.,The world is evil.
Wohin gehst du jetzt?,Where are you going now?
Werdet ihr uns helfen?,Are you going to help us?
Heute Nachmittag werde ich ein Buch lesen.,I'll read a book this afternoon.
Ich möchte ein eigenes Haus bauen.,I'd like to build my own house.
Ich hätte mich gleich entschuldigen sollen.,I should've apologized right away.
Ihre große Besorgnis um Ihren Gesundheitszustand ist sinnlos.,There is no sense in your worrying about your health so much.
"Herr Kollege, stimmen Sie tatsächlich mit dem überein, was zum Beispiel der Kollege Peterle gesagt hat, dass man Pollen natürlich als Zutat definieren muss wegen der Transparenz für den Verbraucher hinsichtlich GVO?","Mr President, do you really agree with what Mr Peterle said, for example, that pollen must of course be defined as an ingredient because of the transparency for the consumer regarding GMOs?"
"Zweitens brauchen wir neben der Bankenunion einen Solidaritätsmechanismus, die Schaffung eines europäischen Anleihemarktes.","Secondly, alongside the banking union, we need a solidarity mechanism, the creation of a European bond market."
Viele sorgen sich um Europa.,Many people are worried about Europe.
Tom hat einen gefälschten Ausweis benutzt.,Tom used a fake ID.
"Er ist der Junge, über den wir letztens gesprochen haben.",He's the boy we spoke about the other day.
Tom war als einziger verletzt.,Tom was the only person injured.
"Es muss einen besseren Weg geben, dies zu tun.",There must be a better way of doing this.
Er rasierte seinen Kopf.,He shaved his head.
Ich gab ihm eine goldene Uhr.,I gave him a gold watch.
Zu unserem Konzert sind nur ein paar Leute gekommen.,Only a few people came to our concert.
"Tom meinte, wir sollten nicht auf Marias Feier gehen.",Tom said he thought we shouldn't go to Mary's party.
Ihr klingt sehr selbstsicher.,You sound very sure of yourself.
Kauf keine Sachen auf Kredit.,Don't buy things on credit.
Willst du ein Stück?,Do you want a bit?
Wir haben Ärger mit unserem neuen Nachbarn.,We're having trouble with our new neighbor.
Tom ist ein Frühaufsteher.,Tom is an early bird.
Hier müssen alle Schüler Französisch lernen.,All the students here must study French.
Tom öffnete nervös die Tür.,Tom nervously opened the door.
"Ich glaube, ich habe das Dokument gesehen, von dem ihr sprecht.",I believe that I have seen the document that you're talking about.
"Ich war zu Tom schwanger, als dieses Foto aufgenommen wurde.",I was pregnant with Tom when this picture was taken.
"Wir werden eng zusammenarbeiten, um die Bemühungen der Hohen Vertreterin/Vizepräsidentin Nicole Pery zur Stärkung der Rolle der Europäischen Union bei der Herbeiführung des Friedens in Krisenregionen wie Syrien, Iran, Mali und Somalia zu unterstützen.","We will work closely in support of the efforts of the High Representative/Vice-President Nicole Pery to strengthen the role of the European Union in bringing peace to troubled regions such as Syria, Iran, Mali and Somalia."
Meine Nachbarin hat sich über den Lärm beschwert.,My neighbor complained about the noise.
"Ich bin nicht berechtigt, Sie über den Unfall zu unterrichten.",I'm not at liberty to tell you about the incident.
Tom kann morgen kommen.,Tom can come tomorrow.
Ich unterrichte Erwachsene in Französisch.,I teach French to adults.
Die Regenzeit hat angefangen.,The rainy season has set in.
"Es war nicht so leicht, eine Entscheidung zu treffen.",It wasn't so easy to make a decision.
Rosen haben Dornen.,Roses have thorns.
"Ich hatte recht, und ihr hattet unrecht.","I was right, and your were wrong."
Ich kann es nicht verstehen.,I cannot understand it.
"Wir haben sehr wenig Zeit, also hör genau zu!","We have very little time, so listen carefully."
Sie war in Eile.,She was in a hurry.
Willst du es nicht noch mal versuchen?,Don't you want to give it another shot?
"Ich habe nur einen Mund, aber zwei Ohren.","I only have one mouth, but I have two ears."
"Wir möchten, dass du mit uns kommst.",We'd like you to come with us.
Wusstest du das vorher?,Did you know that before?
"Er fing an, große Mengen Gold zu kaufen.",He began buying gold in huge amounts.
"Das Fußballspiel wird ausgetragen, selbst wenn es regnen sollte.","The soccer game will be played, even if it rains."
Ich habe zum Mittagessen einen Salat gegessen.,I ate a salad for lunch.
Tom ging langsam die Stufen hoch.,Tom slowly walked up the stairs.
"Es gibt noch viele Probleme, deren wir uns annehmen müssen.",There are a lot of problems that we still need to deal with.
"Ich habe beschlossen, doch nicht nach Boston zu fahren.",I've decided not to go to Boston.
Ich habe eine Nachricht von einem Freund bekommen.,I received a message from a friend.
Wollt ihr was trinken?,Would you like to drink anything?
"Ich sehe, dass du dir eine neue Mütze gekauft hast.",I see that you've bought yourself a new hat.
Sind Sie jetzt fertig?,Are you done now?
"Aufgrund der Gewalt in den Straßen wurden die Menschen aufgefordert, zu Hause zu bleiben.",People were told to stay indoors because of the violence in the streets.
Ich habe eine Familie.,I've got a family.
Kannst du auf der Karte Boston finden?,Can you find Boston on the map?
Das ist mein Geschenk an dich.,This is my present to you.
Tom hat dreimal den Fuji bestiegen.,Tom has climbed Mt. Fuji three times.
Haustiere geben uns mehr als bloße Gesellschaft.,Pets offer us more than mere companionship.
Die Menge versammelte sich um den Sprecher.,The crowd gathered around the speaker.
"Da dieses Zimmer sehr klein ist, ist es unmöglich, noch mehr Möbel hineinzustellen.","This room is very small, so it is impossible to put more furniture in it."
Wessen Bücher sind das?,Whose textbooks are these?
"Ich weiß nicht, was ich als Abendessen machen soll.",I don't know what to do for dinner.
"Tom, sind das alles deine Bücher?","Tom, are all these books yours?"
"Du willst bestimmt wissen, wie das hier funktioniert!",I bet you're wondering how this works.
Sie ist Alkoholikerin.,She's an alcoholic.
"Danke, dass Sie mich darauf hingewiesen haben!",Thanks for pointing that out to me.
Wie lange würden Sie mit dem Taxi dorthin brauchen?,How long would it take you to get there by taxi?
Es hat geholfen.,It has helped.
Bring es weg!,Get it out of here.
Die Maschine muss zusammengebaut werden.,The machine has to be assembled.
Wo ist mein Brandy?,Where's my brandy?
Habt ihr irgendwo mein Portemonnaie gesehen?,Have you seen my wallet anywhere?
Ist das hier eure Katze?,Is this your cat?
Wir sind Ihnen für Ihre Hilfe äußerst dankbar.,We're extremely grateful for your help.
"Der Kapitän versicherte uns, dass keine Gefahr bestehe.",The captain assured us that there would be no danger.
1860 wurde Lincoln zum Präsidenten der Vereinigten Staaten gewählt.,Lincoln was elected President of the United States in 1860.
"Es sind wohl alle einfach davon ausgegangen, daß Sie nicht kämen.",I guess everyone just assumed you wouldn't be here.
Der Papst trat in seinem roten Gewand auf.,The pope appeared in his red robe.
Tom kann ganz gut Witze erzählen.,Tom is pretty good at telling jokes.
Die Wahrheit sieht aber ein bisschen anders aus.,"The truth, however, is a bit different."
Das hilft uns sehr.,That helps us a lot.
"Niemand denkt, daß das passieren wird.",No one thinks that'll happen.
Die blauen Augen hat Tom von seiner Mutter.,Tom inherited his mother's blue eyes.
Die Blumen in dem Garten sind sehr schön.,The flowers in the garden are very beautiful.
Den Müll bringe gewöhnlich ich nach draußen.,I'm usually the one who takes out the garbage.
Hat euer Hund schon mal jemanden gebissen?,Has your dog ever bitten anybody?
"Zweck dieser mündlichen Anfrage und Entschließung ist es, den Rat und die Kommission dazu zu drängen, welche Maßnahmen sie im Anschluss an die wichtigsten Ergebnisse des Berichts zu ergreifen gedenken, einschließlich: 1) Förderung einer verantwortungsvollen Staatsführung in Steuerfragen und Bekämpfung illegaler Finanzströme.","The purpose of this oral question and resolution is to press the Council and the Commission on what action they intend to take following the main findings of the report, including: 1) Promoting good governance in tax matters and fighting illegal financial flows."
"Darf ich fragen, warum ihr das tut?",May I ask why you're doing that?
Tom gefällt seine Arbeit wirklich sehr.,Tom really enjoys his job.
Warum bist du auf?,What are you doing up?
"Herr Präsident, eine erste Schlussfolgerung der Demonstrationen und Wahlen in Russland ist, dass die russische Zivilgesellschaft stärker geworden ist und in der Lage sein könnte, eine Alternative zum derzeitigen Regime zu schaffen.","Mr President, an initial conclusion of the demonstrations and elections in Russia is that Russian civil society has become stronger and may be able to generate an alternative to the current regime."
"Lassen Sie mich unsere aufrichtige Anerkennung für den Beitrag zum Ausdruck bringen, den die Europäische Union – und in diesem Fall das Europäische Parlament – nicht nur zur Entwicklung Südafrikas, sondern auch zur Erreichung von Fortschritten auf dem afrikanischen Kontinent geleistet hat.","Allow me to express our sincere appreciation for the contribution that the European Union – and in this case the European Parliament – have made not only to the development of South Africa, but also towards the achievement of progress across the African continent."
"Ich wusste, du würdest davon hören wollen.",I knew you'd want to be told.
Das sind ganz normale Leute.,They're just normal people.
"Ich glaube, ich rieche Rauch.",I think I smell smoke.
"Tom eröffnete Maria, er könne nicht mit Stäbchen essen.",Tom told Mary he didn't know how to eat with chopsticks.
Das hat mir keiner gesagt.,No one told me.
"Ich bin nicht so jung, wie ich aussehe.",I'm not as young as I look.
Ihre Freunde sehen auf zu ihr.,Her friends look up to her.
Mir gefällt dieses Liebeslied.,I like this love song.
"Es wäre besser, wenn du dich an die Empfehlungen des Arztes halten würdest.",It would be best for you to follow the doctor's orders.
Ich werde zuhören.,I will listen.
Verlasse mein Büro!,Get out of my office.
"Ich habe genug Geld, um sie zu kaufen.",I have money enough to buy it.
"Außerdem wurde in vielen Fällen sehr wenig Wert darauf gelegt, sicherzustellen, dass die lokale Bevölkerung in Drittländern langfristig von der Nutzung ihrer Ressourcen profitiert.","Also, in many cases, there was very little emphasis given to ensuring that local populations in third countries gained long-term benefit from the exploitation of their resources."
Schlechtes Sehvermögen ist ein Handicap für einen Sportler.,Poor eyesight is a handicap to a sportsman.
Schlafen die Kinder?,Are the children asleep?
Er schaffte die Schachtel nach oben.,He carried the box upstairs.
"Tom wird entsetzt sein, wenn er entdeckt, dass Maria vergessen hat, die Miete zu bezahlen.",Tom will be upset when he finds out that Mary forgot to pay the rent.
Toms Kreditantrag wurde abgelehnt.,Tom's loan request was turned down.
Ich streiche morgen den Zaun.,I'm painting the fence tomorrow.
Dieses Haus gehört Tom.,This house belongs to Tom.
Tom gehört zur Familie.,Tom is family.
"Hast du denn nicht gemerkt, daß Tom hinkte?",Didn't you notice that Tom was limping?
"Zögern Sie nicht, zu fragen, wenn Sie etwas nicht verstehen.",Don't hesitate to ask a question if you don't understand.
Tom ist vielschichtig.,Tom is complex.
Wir sahen ein seltsames Objekt am Himmel.,We saw a strange object in the sky.
"Sie vergeben Tom doch, oder?","You'll forgive Tom, won't you?"
"Tom war der Name, den er benutzte.",Tom was the name he used.
Ist irgendjemand hier drin?,Is anyone in here?
Ich bin mit Migräne aufgewacht.,I woke up with a migraine.
Er bleibt mit ihr in Verbindung.,He stays in touch with her.
Der Wald geht bis zum Meer.,The woods go as far as the sea.
Tom ist ein wirklich schlechter Sänger.,Tom is a really bad singer.
Dieser Garten ist öffentlich zugänglich.,This garden is open to the public.
"Wenn Du den Plan änderst, dann musst Du die Gruppenmitglieder über die Änderungen informieren.","If you alter the plan, you must inform the team members of the changes."
Die amerikanischen Truppen hielten stand.,The American troops held their ground.
Hast du Tom geschrieben?,Have you written to Tom?
Ich war ziemlich glücklich.,I was quite happy.
"Ich würde mich freuen, wenn du kämest.",I'd be very glad if you'd come.
Nähere dich nicht diesem Hund!,Don't go near that dog.
Tom musste noch einmal neu anfangen.,Tom had to start over again.
Liebe kennt keine Grenzen.,Love knows no limits.
"Würde es Ihnen etwas ausmachen, das irgendwo anders zu tun?",Would you mind doing that somewhere else?
Ich möchte Ihnen von ganzem Herzen danken!,"From the bottom of my heart, I want to thank you."
"Ihr Mann verputzt alles, was sie ihm vorsetzt.",Her husband eats everything she puts in front of him.
Du hast zu viel Freizeit.,You have too much time on your hands.
Wir verschwenden Munition.,We're wasting ammunition.
Tom und ich warten beide auf Maria.,Tom and I are both waiting for Mary.
"Ich halte es für eine Schande, dass es manche Fremdsprachenlehrer geschafft haben, ihren Universitätsabschluss zu machen, ohne je von einem Muttersprachler gelernt zu haben.",I think it's a shame that some foreign language teachers were able to graduate from college without ever having studied with a native speaker.
War Tom deswegen verärgert?,Did that make Tom angry?
Sie schlief ein.,She fell asleep.
Halten Sie Tom wirklich für verlässlich?,Do you really believe that Tom is reliable?
Lass den Hund nicht rein.,Keep the dog out.
"Was träumtest du, als ich dich weckte?",What were you dreaming about when I woke you up?
Tom ist viel dicker als früher.,Tom is much fatter than he used to be.
Dort waren nur wenige Menschen.,There were only a few people there.
Das hättest du nicht zu tun brauchen.,There was no need for you to do that.
Wo ist jetzt das Problem?,What's the problem now?
Wir haben nichts außer Äpfeln zu essen.,We don't have anything to eat except apples.
Ich werde das Reden dir überlassen.,I'll leave the talking to you.
"Ich bin es gewohnt, allein zu wohnen.",I am accustomed to living alone.
"Ich schlage vor, daß du einige der Dörfer in den Bergen besuchst.",I suggest that you visit some of the villages in the mountains.
Ich habe jetzt einen Hund.,I have a dog now.
Ich weiß viel über Australien.,I know a lot about Australia.
Das ist eine furchtbare Tragödie.,This is a terrible tragedy.
Tom hat eine sehr lebendige Fantasie.,Tom has a very vivid imagination.
Diese Bilder sind wirklich sehr schön.,These pictures are really very beautiful.
Vielen Dank für eure Unterstützung!,Thank you very much for your support.
Ich sage es ganz deutlich: Einige Unternehmen warten dringend darauf.,I would like to make it quite clear that some enterprises are urgently awaiting this.
Ich gehe allein dorthin.,I'm going there alone.
Ist euer Lehrer streng?,Is your teacher strict?
Du musst dir mal die Haare schneiden lassen.,You need to get a haircut.
Tom hat eine Ohrenentzündung.,Tom has an ear infection.
Gib mir mehr Geld!,Give me more money.
"Sie setzen auf stärker regulierende Institutionen, weil die Kapitaleliten diese brauchen.","You are putting the emphasis on greater regulation by the institutions, because this is what the financial elite needs."
Der Mond scheint heute Nacht.,The moon is out tonight.
Diese Aufzeichnungen sind nicht öffentlich zugänglich.,Those records are not accessible to the public.
Sprichst du mit deinen Pflanzen?,Do you talk to your plants?
"Du sagtest doch, du kennest Tom nicht.",I thought that you said you didn't know Tom.
"Tom tat wirklich, was er sagte.",Tom actually did what he said he'd do.
Wir haben einen Riesenvorteil.,We have a huge advantage.
"Er hat zwar Geld, aber er ist nicht glücklich.","He has money, but he's not happy."
"Ich dachte, dass Tom das vielleicht täte.",I thought Tom might do that.
Sie stellte mich ihrer Schwester vor.,She introduced her sister to me.
"Ihr solltet euch nicht darauf verlassen, daß euch andere helfen.",You shouldn't rely on other people's help.
"Ich empfehle Ihnen, die Kartons zu numerieren.",I recommend that you number the boxes.
Habt ihr den Briefumschlag schon geöffnet?,Have you opened the envelope yet?
"Maria geht nie aus dem Haus, ohne sich vorher zu schminken.",Mary never leaves her house without first putting on makeup.
Wann soll ich wieder anrufen?,When should I phone back?
Mein Name steht nicht auf der Liste.,My name isn't on the list.
Du hast den Kühlschrank nicht zugemacht.,You didn't shut the fridge.
"Ich wußte, daß Tom keinen Rückzieher machen würde.",I knew that Tom wouldn't back down.
Tom ist ein guter Fahrer.,Tom is good at driving.
Es ist sehr laut.,It's really loud.
"Tom gestand, seine Frau ermordet zu haben.",Tom confessed to killing his wife.
Emoji kommen aus Japan.,Emojis originated in Japan.
"Schuhe aus, bevor ihr hineingeht!",Take your shoes off before entering.
Tom kann jetzt mit Recht glücklich sein.,Tom now has a good reason to be happy.
Tom hat nichts gegessen.,Tom hasn't eaten.
Tom war nicht ganz auf dem Laufenden.,Tom wasn't quite up to speed.
"Hast du gesagt, daß ich schön bin?",Did you say I was beautiful?
Der Wald wird von Tieren bewohnt.,Animals inhabit the forest.
"Tom findet, dass Maria zu viel Zeit am Telefon verbringt.",Tom thinks that Mary spends too much time on her phone.
"Als ich Tom kennenlernte, war er mit einem Mädchen namens Maria zusammen.","When I met Tom, he was dating a girl named Mary."
"Ich glaube, dass die verfügbaren Mittel in erster Linie einem dreifachen Zweck dienen werden.",I believe that the available resources will primarily serve a threefold purpose.
Spiel nicht den Helden!,Don't try to be a hero.
Tom kommt bestimmt bald zurück.,Tom will probably be back soon.
Tom beleidigte Mary auf jede erdenkliche Art und Weise.,Tom called Mary every bad name he could think of.
Er ist um die vierzig.,He is about forty.
Ich bin kein Kind.,I'm not a child.
"Tom ging nicht davon aus, dass es Maria auf seiner Feier gefallen würde; daher lud er sie nicht ein.","Tom didn't think Mary would enjoy his party, so he didn't invite her."
Diese Arbeit war nicht sehr interessant. Immerhin war die Bezahlung gut.,"That job wasn't very interesting. However, the pay was good."
Tom ist Lehrer für Geschichte und Biologie.,Tom teaches history and biology.
"Wie wäre es, wenn du schon schlafen gingest? Du musst morgen früh raus.",You have to get up early tomorrow. Why don't you go to bed?
"Tom wird 13, nicht wahr?","Tom is turning thirteen, isn't he?"
Jetzt ist das Fenster auf. Vorhin war es zu.,The window's open now. It was shut a minute ago.
Meine Frau war damals schwanger.,My wife was pregnant at the time.
Er gibt uns Geld.,He gives us money.
"Ich war’s, der Tom von deiner Party erzählt hat.",I'm the one who told Tom about your party.
"Tom kann euch bestimmt helfen, Arbeit zu finden.",I'm sure that Tom can help you find a job.
"Es tut mir leid, dass ich dir so lange nicht geschrieben haben.",I'm sorry that I haven't written to you for such a long time.
Habt ihr Tom tanzen sehen?,Did you see Tom dancing?
Tom wohnt nicht bei seiner Familie.,Tom doesn't live with his family.
Sie wurde von ihm gedemütigt.,She was humiliated by him.
Ich arbeite hier schon seit drei Wochen.,I've worked here for three weeks.
"Ich werde nie den Tag vergessen, an dem ich ihn das erste Mal getroffen habe.",I will never forget the day when I first met him.
Tom findet dich süß.,Tom says you're cute.
Tom ist graduierter Betriebswirt der Universität Harvard.,Tom holds an MBA degree from Harvard.
"Sie hat Angst davor, wieder zu erkranken.",She is afraid of falling ill again.
Tom war ehrlich.,Tom was honest.
Tom sah zu Maria herüber.,Tom looked over at Mary.
Ich war drei Jahre mit Tom verheiratet.,I was married to Tom for three years.
Tom hatte keine Ahnung worüber Marie sprach.,Tom had no idea what Mary was talking about.
"Tom ist älter, als ich dachte.",Tom is older than I thought he was.
Er ist schon zu Bett gegangen.,He has already gone to bed.
Ich bin damals erst dreizehn gewesen.,I was only thirteen at the time.
Ich habe keine Ideen mehr.,I ran out of ideas.
Ist Tom ausgegangen?,Is Tom out?
"Die Methode, die Tom vorgeschlagen hat, wäre vielleicht besser gewesen.",The method Tom suggested might've been better.
Ich muss jetzt fertigpacken.,I have to finish packing.
Der Jupiter ist der größte Planet des Sonnensystems.,Jupiter is the largest planet in the Solar System.
Könnt ihr Rumba tanzen?,Do you know how to dance the rumba?
Sie brauchen nicht alle Details offenzulegen.,You don't need to disclose all the details.
Im Dorf gibt es keinen Strom.,The village has no electricity.
"Es ist gut, dich bei uns zu haben.",It's good to have you with us.
Wie findet ihr meinen neuen Hut?,What do you think of my new hat?
"Kommst du an die Sachen ran, die im Regal ganz oben sind?",Can you reach what's on the top shelf?
Ist die Lieferung schon da?,Has the shipment arrived yet?
Für wie verläßlich haltet ihr Tom?,How reliable do you think Tom is?
Alle reden gut über sie.,Everybody speaks well of her.
Tom hat sich das Auto von Maria für ein paar Tage ausgeborgt.,Tom has borrowed Mary's car for a few days.
"Er spricht aus, was er denkt – ungeachtet der Gefühle anderer.",He says what he thinks regardless of other people's feelings.
Die Leitung ist gerade besetzt. Bitte bleiben Sie dran.,The line is busy now. Please hold the line.
Zum Nachdenken muss ich allein sein.,I need to be alone to think.
Die Dokumente hat Tom.,Tom has the documents.
Ihr müsst seine Rede aufnehmen.,You must record his speech.
Den Fernsehnachrichten zufolge ist in Indien ein Flugzeug abgestürzt.,"According to TV news, there was a plane crash in India."
"Das ist alles, was ich habe.",This is all I have.
Mein Vater liebt meine Mutter.,My father loves my mother.
"Ich finde, ihr seid ein bißchen zu optimistisch.",I think you're being a little too optimistic.
Haben Sie wirklich Musik studiert?,Did you really major in music?
Mach die Zigarette aus.,Put that cigarette out.
"Hoffen wir, dass das nicht noch einmal passiert!",Let's hope that this doesn't happen again.
Er schläft tief und fest.,He's sound asleep.
All meine Brüder sind im Krieg gestorben.,All of my brothers died in the war.
Tom wusste offenbar nichts davon.,Tom obviously didn't know about it.
Ich habe dieses Bild mit dem da verglichen.,I compared this picture with that one.
Ich habe mich sehr für Tom gefreut.,I was really happy for Tom.
Bitte glauben Sie mir!,Please believe me.
"Sie sah gerade fern, als ich nach Hause kam.",She was watching TV when I came home.
Du darfst deine Träume nicht aufgeben.,You can't give up on your dreams.
Ich will nicht mehr lügen.,I don't want to lie anymore.
