source,target
Tell him to wait.,Dile que espere.
What are you looking for in there?,¿Qué buscas allí?
This TV was made in China.,Este televisor fue fabricado en China.
Tom is withdrawing his offer.,Tom está retirando su oferta.
Tom's body was found along a deserted road.,El cuerpo de Tom fue encontrado en un camino desierto.
What did you expect me to do?,¿Qué esperabas que yo hiciera?
Would you like me to get you a cab?,¿Quieres que te llame un taxi?
I thought it was a mistake to tell Tom where we buried the treasure.,Pensé que era un error decirle a Tom dónde enterramos el tesoro.
Add more salt to the soup.,Añade más sal a la sopa.
I've thought of that.,He pensado en ello.
The sky is cloudy today.,Hoy el cielo está nublado.
I've never told anyone that my father is in prison.,Nunca le dije a nadie que mi padre está preso.
I'm sick and tired of all this bickering.,Estoy chato de todas sus riñas.
The roads are already covered with snow.,Las carreteras ya están cubiertas de nieve.
We've got to find Tom before he does something stupid.,Debemos encontrar a Tom antes de que haga algo estúpido.
Do you want to look at this?,¿Quieres mirar esto?
The machine was coated with dust.,La máquina estaba cubierta de polvo.
You shouldn't have eaten the fish raw.,No deberías de haber comido el pescado crudo.
Tom could've given me some advice if he'd wanted to.,Tom podría haberme dado consejo si hubiera querido.
I haven't read any of his novels.,No he leído ninguna de sus novelas.
What are you really accomplishing?,¿Qué estás logrando en realidad?
He can sing better than any of us.,Él puede cantar mejor que cualquiera de nosotros.
I was looking for you.,Te estaba buscando.
I never smoke.,No fumo nunca.
Some people think that there are too many lawyers in this country.,Ciertas personas piensan que hay demasiados abogados en este país.
Tom doesn't have tea.,Tom no tiene té.
I was going to use that.,Iba a usar eso.
What kind of nonsense is this?,¿Qué tipo de tontería es esta?
I don't want to do this anymore.,Ya no quiero seguir haciendo esto.
I wish I had a reason not to go.,Ojalá tuviera una razón para no ir.
I've always wanted to live in a place like this.,Siempre quise vivir en un lugar así.
I have often been there.,A menudo he estado ahí.
The president was sure there would be war.,El presidente estaba seguro de que habría una guerra.
It would be great if there was a Japanese edition.,Sería bueno si hubiera una versión en japonés.
"Eventually, Tom found out what had happened.","Al final, Tom averiguó lo que había pasado."
You should give up drinking.,Deberías dejar la bebida.
It wasn't in Boston that we met.,No fue en Boston donde nos encontramos.
You desperately need a vacation.,Necesitas urgentemente unas vacaciones.
We couldn't go out because of the rain.,No pudimos salir por la lluvia.
What if they're wrong?,¿Y si se equivocan?
Doubtless you've heard the news.,Sin duda tú has escuchado la noticia.
I will be at your house at eight.,Estaré en tu casa a las ocho.
I sometimes lie on the grass.,A veces me echo en el pasto.
I haven't finished reading this book.,Todavía no he acabado de leer este libro.
The election campaign of 1880 was not exciting.,La campaña electoral de 1880 no fue interesante.
He works as a gym teacher.,Trabaja como profesor de educación física.
Please close the door behind you.,"Por favor, cierra la puerta detrás de ti."
"To edit a sentence, click on the pencil icon.","Para editar una frase, haga clic en el icono de lápiz."
Tom isn't very good at telling jokes.,A Tomás no se le da muy bien contar chistes.
I'm not always at home on Sundays.,No siempre estoy en la casa los domingos.
We managed to swim across the river.,Conseguimos cruzar el río a nado.
It's not that at all.,No es eso en absoluto.
We don't like the rain.,No nos gusta la lluvia.
You never gave in to temptation.,Vosotras jamás cedisteis a la tentación.
We flew from New York to St. Louis by way of Chicago.,Volamos de Nueva York a San Luis pasando por Chicago.
Tom lost the shopping list his mother had given him and just bought things he wanted to eat.,"Tom perdió la lista de las compras que su madre le había dado, así que sólo compró lo que él quería comer."
Harvard was founded in 1636.,Harvard se fundó en 1636.
I can stay here until you come back.,Puedo quedarme aquí hasta que vuelvas.
That's not how that works.,Así no es como funciona.
It's best for Tom not to be left alone in that frame of mind.,Lo mejor para Tom es no dejarlo solo en ese estado de ánimo.
It's a chance we've got to take.,Es una oportunidad que debemos aprovechar.
"In 1779, Spain entered the war against the British.","En 1779, España entró en guerra contra los británicos."
Do what you will.,Haga lo que quiera.
How many of the words on this list do you not know?,¿Cuántas palabras en esta lista no conoce usted?
I think Tom knows things that we don't.,Creo que Tom sabe cosas que nosotros no.
The competition has become fierce.,La competición fue feroz.
Has anyone spoken to Tom?,¿Alguien le ha hablado a Tom?
My brother looks very similar to me.,Mi hermano se parece mucho a mí.
And that's how Tom met Mary.,Y así es como Tom conoció a Mary.
They have something in common.,Tienen algo en común.
Tom likes dogs better than cats.,A Tom le gustan más los perros que los gatos.
Tom took off his headphones.,Tomás se quitó los auriculares.
He has gone to Hawaii on vacation.,Él fue a Hawái de vacaciones.
Ogai is his favorite author.,Ogai es su autor favorito.
I'm trying to lose weight.,Estoy tratando de perder peso.
I was ill yesterday.,Estuve enfermo ayer.
Tom should have followed Mary's advice.,Tom debió seguir el consejo de Mary.
It's very warm. Shall I turn on the air conditioner?,Hace mucho calor. ¿Prendo el acondicionador de aire?
What a beautiful night!,¡Pero qué bella noche!
You did that on purpose.,Lo hiciste a propósito.
Everyone looked at Tom to see what he'd do.,Todos miraron a Tom para ver qué haría.
Do you really want to live in Boston?,¿De verdad quieres vivir en Boston?
I think it's time for me to move into a smaller home.,Creo que es hora de que me mude a una casa más pequeña.
My aunt brought me flowers.,Mi tía me trajo flores.
We're doing phenomenally well.,Lo estamos haciendo fenomenalmente bien.
"When you travel abroad, you usually need a passport.","Cuando viajas al extranjero, normalmente necesitas el pasaporte."
You know what you must do.,Sabes lo que tienes que hacer.
Who's your favorite fashion model?,¿Cuál es tu modelo favorito?
Tom wrote Mary a letter.,Tom le escribió una carta a María.
Let's go to the circus tomorrow.,Vayamos mañana al circo.
Tom said that nothing like that would ever happen again.,Tom dijo que nada de eso volverá a ocurrir.
Can any of this be true?,¿Puede alguno de éstos ser verdad?
Tom could think of no reason why he shouldn't stay.,Tom no podía pensar en ninguna motivo por el que él no debiera quedarse.
Tom asked Mary for a divorce.,Tom le pidió el divorcio a Mary.
This is the last time I'm going to remind you.,Esta es la última vez que voy a recordártelo.
Give me a telephone call when you get back.,Dame un telefonazo cuando vuelvas.
The police held him in custody.,La policía lo tuvo bajo arresto.
You need to keep it simple.,Tienes que mantenerlo simple.
He said that he would be back soon.,Él dijo que regresaría temprano.
The birth rate is very low.,La tasa de natalidad es muy baja.
The plane arrived on time.,El avión llegó puntual.
He will come back when he gets hungry.,Él va a volver cuando tenga hambre.
I don't want to live too near to where I work.,No quiero vivir demasiado cerca de donde trabajo.
I've never felt unsafe in Australia.,Nunca me he sentido inseguro en Australia.
I was moved by her love for other people.,Yo quedé conmovido por su amor hacia las demás personas.
Tom is proud of his daughter.,Tom está orgulloso de su hija.
You must trust me on this.,Tienes que confiar en mí esta vez.
There are two cats sleeping on the bed.,Hay dos gatos durmiendo sobre la cama.
"Listen, Tom can't know you're here.","Escuchad, Tom no puede saber que estáis aquí."
You don't need to thank me. I'm here to serve you.,"No es necesario que me dé las gracias, estoy aquí para servirle."
Tom is on the phone with Mary now.,Tom está ahora al teléfono con María.
Take it upstairs.,Llévalo escaleras arriba.
Not many people will come.,No vendrá mucha gente.
"He said his father was ill, but that was a lie.","Él dijo que su padre estaba enfermo, pero eso fue una mentira."
Tom is the first guy Mary has really been interested in since she broke up with John.,Tom es el primer chico en el que Mary ha estado verdaderamente interesada desde que rompió con John.
What she says is true.,Lo que dice es cierto.
My father is proud of being tall and handsome.,Mi padre está orgulloso de ser alto y buen mozo.
That isn't important to Tom.,Eso no es importante para Tom.
I loved that.,Eso me gustó.
Mary opposed her son's decision to get married.,Mary estaba en contra de la decisión de su hijo de casarse.
Tom and Mary visited Northern Europe.,Tom y Mary visitaron el norte de Europa.
The company suffered a loss of one billion yen last year.,La compañía sufrió una pérdida de mil millones de yen el año pasado.
Those two children were the same age.,Esos dos niños tenían la misma edad.
When did they go home?,¿Cuándo se fueron a casa?
I forgot to tell you what to do.,Olvidé decirte lo que hacer.
This poetry is easy to read.,Esta poesía es fácil de leer.
I've always been impressed by your abilities.,Siempre me ha impresionado tu talento.
"If I had known about your illness, I could have visited you in the hospital.","Si hubiese sabido de tu enfermedad, podría haberte visitado en el hospital."
This is immoral.,Esto es inmoral.
He is a brave man.,Él es un hombre valiente.
Nothing is more valuable than health.,Nada es más valioso que la salud.
Please don't leave.,"No te vayas, por favor."
Tom has nothing to do with this.,Tom no tiene nada que ver con esto.
He smiled at me and got on the train.,Me sonrió y se montó en el tren.
The architect achieved worldwide fame.,El arquitecto alcanzó la fama mundial.
Can I help you study for your exam?,¿Te puedo ayudar a estudiar para tu examen?
Violence breeds more violence.,La violencia engendra más violencia.
I've just heard a disturbing rumor.,Acabo de oír un rumor inquietante.
I hope we didn't wake you.,Espero que no os hayamos despertado.
Read through the article.,Dale una leída al artículo.
He lost his way in the snow.,Él se perdió en medio de la nieve.
You should run for mayor.,Deberías presentarte para alcalde.
I persuaded him to be examined by the doctor.,Lo persuadí de que le examinara el doctor.
He won't like this.,Esto no le va a gustar.
He smokes a pack of cigarettes a day.,Él se fuma una cajetilla de cigarrillos al día.
Milk is made into butter and cheese.,La leche se procesa para hacer mantequilla o queso.
The building is surrounded by a barbed wire fence.,El edificio está rodeado con alambre de púas.
May I ask how old you are?,¿Puedo preguntarle su edad?
You're the only person I know that doesn't like bananas.,Eres la única persona que conozco a la que no le gustan los plátanos.
The flowers withered up.,Las flores se marchitaron.
These trees were planted by them.,Ellos plantaron estos árboles.
I really liked your outfit.,Me encantó su vestido.
Tom wants to be a translator.,Tom quiere ser un traductor.
Tom can't continue working here.,Tom no puede continuar trabajando acá.
I saw the old man two or three times a week.,Veía al anciano dos o tres veces por semana.
I decided to be a lawyer.,Decidí hacerme abogado.
We don't negotiate with terrorists.,No negociamos con terroristas.
Tom and Mary aren't getting along very well with each other nowadays.,Tom y Mary no se llevan muy bien el uno con el otro estos días.
So where were you?,¿Entonces dónde estabas?
I assume you'll be taking a leave of absence.,Supongo que pedirás permiso para ausentarte.
This English novel is not easy enough for you to read in a week.,Esta novela inglesa no es tan fácil como para que la leas en una semana.
Are you going much farther?,¿Estás yendo más lejos?
We're ready to play.,Estamos listas para jugar.
Don't forget there are exceptions.,No te olvides de que existen excepciones.
Don't tempt me.,No me tientes.
He is in pajamas.,Él está en pijamas.
Tom enjoyed swimming in the lake.,Tom disfrutó nadar en el lago.
Cancer can be cured if discovered in time.,El cáncer puede ser curado si es descubierto a tiempo.
Is eating red meat unhealthy?,¿Es poco saludable comer carne roja?
There's nobody in the kitchen.,No hay nadie en la cocina.
He told me that you were right.,Él me dijo que tenías razón.
He retired at 60 years of age.,Él se retiró a los 60 años.
She pointed at him.,Ella lo apuntó a él.
I have many friends in foreign countries.,Tengo muchos amigos extranjeros.
Here's your order.,Aquí está su pedido.
I can still see you.,Todavía puedo verte.
Pizza is the kind of food that fits into today's life style.,La pizza es el tipo de comida que va con el estilo de vida de hoy.
We just ate sushi and drank beer.,Acabamos de comer sushi y tomar cerveza.
Who sold you this car?,¿Quién te vendió este auto?
Do you want a cup of coffee?,¿Quieres una taza de café?
He decided to move that very day.,Decidió mudarse de casa aquel mismo día.
The river overflowed.,El río se desbordó.
He is a promising student.,Es un estudiante prometedor.
"If that man makes one more mistake, I'll fire him.","Si ese hombre comete otro error, lo despediré."
She is proud of her father being rich.,Ella está orgullosa de que su padre sea rico.
I almost caught the fish.,Casi cojo el pez.
I don't remember your name.,No me acuerdo de tu nombre.
They must've had an accident.,Tienen que haber tenido un accidente.
How did the accident happen?,¿Cómo se ha producido el accidente?
How many blankets are there on the bed?,¿Cuántas cobijas tiene la cama?
I have a feeling that Tom doesn't like Mary all that much.,Tengo la sensación de que a Tom no le gusta tanto Mary.
I called security.,He llamado a seguridad.
Many people showed up for the party.,Muchas personas se presentaron para la fiesta.
Go with these men.,Id con estos señores.
He asked us to help him.,Él nos pidió que lo ayudáramos.
Tom doesn't want to live in Boston for more than a year.,Tom no quiere vivir en Boston por más de un año.
Tom is patronizing.,Tom es condescendiente.
The man stood up.,El hombre se puso de pie.
Tom gave Mary some food.,Tom le dio algo de comida a Mary.
Is Tom a good kisser?,¿Es Tom bueno besando?
She scolded him for being late.,Ella le regañó por llegar tarde.
I'm shorter than him.,Soy más pequeño que él.
Can someone explain how this always happens?,¿Puede explicarme alguien por qué siempre pasa esto?
How long can I borrow this book?,¿Cuánto tiempo puedo tomar prestado este libro?
My aunt won an all-expenses-paid tour of Hawaii.,Mi tía se ganó un viaje todo pagado a Hawái.
Tom is one of the three men that came here yesterday.,Tom es uno de los tres hombres que vinieron aquí ayer.
I have the same dictionary as your brother.,Tengo el mismo diccionario que tu hermano.
I'm sorry I hurt Tom.,Lamento haber herido a Tom.
What does Tom need this for?,¿Para qué necesita Tomás esto?
I asked Tom to tell me what he wanted.,Le pedí a Tom que me dijese lo que quería.
I'm not going to make it on time.,No voy a alcanzar a hacerlo.
You need to have give-and-take in your relationship.,Necesitas más dar-y-recibir en tu relación.
I drank too much and the ground seemed to spin under my feet.,Yo bebí mucho y el suelo parecía girar bajo mis pies.
I think it's too late.,Pienso que es demasiado tarde.
He's one of the best.,Es uno de los mejores.
I fail to see the difference.,No logro ver la diferencia.
There are some red lights blinking on the console.,Hay algunas luces rojas parpadeando en la consola.
I need a ladder so I can get up to my roof.,Necesito una escalera para subir a mi techo.
There are many books in my room.,En mi habitación hay muchos libros.
Tom didn't sharpen the pencils.,Tomás no afiló los lápices.
They dream of the day when they'll be rolling in money.,Ellos sueñan con el día en que estén nadando en dinero.
Tom had nothing more to say.,Tom no tenía nada más que decir.
I want you out of my house.,Te quiero fuera de mi casa.
He began to whistle a tune.,Se puso a silbar una melodía.
They sometimes help us.,A veces nos ayudan.
When will this be returned to me?,¿Cuándo me podrán devolver esto?
I don't like being made a fool of.,No me gusta que me hagan quedar como un tonto.
The good harvest brought down the price of rice.,La buena cosecha bajó el precio del arroz.
Tom arrived earlier than usual yesterday.,"Ayer, Tom llegó antes de lo usual."
I'll pay for it.,Yo lo pagaré.
It was late at night when we got back.,Era muy de noche cuando regresamos.
Tom asked me questions I didn't want to answer.,Tom me hizo preguntas a las que no quería responder.
Christmas is almost here.,Ya se acerca la Navidad.
I was horrified by what I saw.,Estaba horrorizado por lo que vi.
She advised him to take a rest.,Le aconsejó que tomara un descanso.
Let's have a party.,Hagamos una fiesta.
Have you recently had unexplained swelling of your arms or legs during periods of inactivity?,¿Has tenido recientemente una hinchazón inexplicable en los brazos o las piernas durante los períodos de inactividad?
I think Tom is too young to really understand women.,Creo que Tom es demasiado joven para realmente entender a las mujeres.
She argued with him and then hit him.,Ella discutió con él y luego lo golpeó.
Oslo is the capital of Norway.,Oslo es la capital de Noruega.
Will you stop saying that?,¿Puedes dejar de decir eso?
Have you been told when to come?,¿Te dijeron cuándo tienes que venir?
We heard the church bells.,Oímos las campanas de la iglesia.
"I know him by sight, but I have never actually spoken to him.","Lo conozco de vista, pero la verdad es que nunca le he hablado."
Tom may not want to go.,Tom puede que no quiera ir.
I just spoke to Tom.,Acabo de hablar con Tom.
The test result is negative.,El resultado del test es negativo.
Don't change the channel.,No cambies de canal.
That shirt doesn't go with the pants.,Esa camisa no combina con los pantalones.
The next sentence is false.,La frase siguiente es falsa.
She didn't even try to help.,Ella ni siquiera trató de ayudar.
I live near where I work.,Vivo cerca de donde trabajo.
Tom wants to go to Boston.,Tom quiere ir a Boston.
"This house is mine, not yours.","Esta casa es mía, no tuya."
Tom doesn't know the difference between an adjective and an adverb.,Tom no sabe la diferencia entre un adjetivo y un adverbio.
That would be awkward.,Eso sería raro.
I saw the moon above the roof.,Vi la luna encima del tejado.
Can I stay here tonight?,¿Puedo pasar aquí la noche?
We saw the monkey at the zoo.,Vimos el mono en el zoológico.
I will explain the situation to you later on.,Te explicaré la situación después.
We had to abandon our plan.,Tuvimos que abandonar nuestro plan.
It's Tom's job.,Es el deber de Tom.
I don't need anything from you.,No necesito nada de vosotros.
I haven't yet collected sufficient materials to write a book.,Aún no he juntado suficiente material para escribir un libro.
We have a lot of time.,Tenemos mucho tiempo.
This design resembles his earlier work.,Este diseño recuerda a sus primeros trabajos.
Tom had his house painted last summer.,Tom hizo que pintaran su casa este verano.
I am listening to a song.,Estoy escuchando una canción.
It's a shame the way old people are treated.,Es una vergüenza la forma en que son tratados los ancianos.
Whose are they?,¿De quién son?
Tom says he doesn't want to study French.,Tom dice que no quiere estudiar francés.
I don't mind hot weather.,No me afecta el clima cálido.
Let's put up the Christmas tree here.,Pongamos el árbol de Navidad acá.
That isn't what you said.,Eso no es lo que ustedes dijeron.
I can't go with you because I'm very busy.,No puedo ir contigo porque estoy muy ocupado.
Would you like anything to eat?,¿Le gustaría comer algo?
I will wait until you have finished your homework.,Esperaré a que hayas acabado los deberes.
I plan on finishing that in two or three minutes.,Planeo terminar eso en dos o tres minutos.
His theory is difficult to understand.,Su teoría es difícil de entender.
"This time, he got results.","Esta vez, él consiguió resultados."
They abandoned the sinking ship.,Ellos abandonaron el barco que se hundía.
I know this has been a painful experience.,Sé que esta ha sido una experiencia dolorosa.
I'll go with you as far as the bridge.,Iré contigo máximo hasta el puente.
My uncle gave me this watch.,Mi tío me regaló este reloj.
Tom bought himself a new sports car.,Tom se compró un nuevo coche deportivo.
Mary was wearing a dress.,Mary llevaba puesto un vestido.
Tom said he was willing to help us out.,Tom dijo que él estaba dispuesto a ayudarnos.
We can't see the lake from our hotel room.,No podemos ver el lago desde nuestra habitación de hotel.
You shouldn't have lied to me.,No deberías haberme mentido.
I don't want to go to work today.,Hoy no quiero ir a trabajar.
This makes me feel good.,¡Esto me hace bien!
Dormitory-style accommodation is available in the lighthouse.,Hay alojamiento disponible a la manera de un dormitorio en el faro.
There's a hole in this.,Hay un hoyo en esto.
The soldier became a teacher.,El soldado se volvió profesor.
What were you doing when I called this morning?,¿Qué estabas haciendo cuando llamé esta mañana?
I'm going on a picnic tomorrow.,Mañana iré de picnic.
They don't want assistance.,Ellos no quieren ayuda.
Turn to the right.,Girad a la derecha.
What wonderful weather!,¡Qué tiempo más fabuloso!
There is one apple on the desk.,Hay una manzana sobre el escritorio.
Your problems are similar to mine.,Tus problemas se parecen a los míos.
"Do as I say, not as I do.","Haz lo que yo digo, no lo que yo hago."
"Generally speaking, men are taller than women.","En términos generales, los hombres son más altos que las mujeres."
Books are to the mind what food is to the body.,Los libros son para la mente lo que la comida es para el cuerpo.
"That night, he became sick with pains in his stomach.","Aquella noche se puso enfermo, con dolor de estómago."
How am I supposed to know where she's hiding her money?,¿Cómo voy a saber dónde está escondiendo su dinero?
The warehouse was a front for drug traffickers.,El almacén era un frente para traficantes de drogas.
This is my school.,Esta es mi escuela.
He's hungry and thirsty.,Él está hambriento y sediento.
The old woman got hurt when she fell.,La anciana se lastimó cuando se cayó.
Please be patient.,Por favor tenga paciencia.
Do you think she's attractive?,¿La encuentras atractiva?
Do you have a hernia?,¿Tienes una hernia?
Things are not always what they seem.,Las cosas no siempre son lo que parecen.
I'm afraid Tom will get lost.,Estoy asustado de que Tom se pierda.
Tom has a girlfriend.,Tom tiene novia.
He is the last man to do such a thing.,Él es el último hombre en hacer semejante cosa.
"If you want to fire me, fire me.","Si me quiere despedir, despídame."
We should keep this information under wraps for the time being.,Debemos mantener esta información en secreto por el momento.
Have you seen any movies lately?,¿Has visto algunas películas últimamente?
There are various kinds of candy in that bowl.,Hay varios tipos de dulces en ese cuenco.
What happens when we die?,¿Qué ocurre cuando morimos?
We don't have to understand everything.,Uno no tiene que entender todo.
Tell me when Tom will be back.,Dígame cuándo vuelve Tom.
Don't joke about that.,No bromees acerca de eso.
I'm going home. I've had enough of Tom.,"Me vuelvo a casa, ya me he hartado de Tom."
I'm going to get something to eat.,Voy a buscar algo de comer.
Tom is a very patient teacher.,Tomás es un profesor muy paciente.
Tom and Mary kissed.,Tom y Mary se besaron.
"I understand that you feel uneasy, but don't worry.","Entiendo que te sientas intranquila, pero no te preocupes."
I want to change my life.,Quiero cambiar mi vida.
Can you take over driving for a while?,¿Puedes ocuparte de conducir durante un rato?
Tom can't see anything with his left eye.,Tom no puede ver nada con su ojo izquierdo.
They wash their hands with soap.,Se lavan las manos con jabón.
The surgeon forgot something inside the patient.,El cirujano olvidó algo dentro del paciente.
Your French accent is terrible.,Tu acento francés es horrible.
Tom has sheep.,Tom tiene ovejas.
I'm waiting for your answer.,Espero su respuesta.
Is that your cat?,¿Ese es tu gato?
We're going to be late for school.,Vamos a llegar tarde a la escuela.
The British have a lot of respect for law and order.,Los británicos tienen mucho respeto a la ley y al orden.
I bet no one is sleepy.,Apuesto a que nadie tiene sueño.
We caught him trying to go out of his room.,Lo pillamos tratando de salir de su cuarto.
I asked the butler to serve us some coffee.,Le pedí al mayordomo que nos sirviese un café.
There's a movie theater on the corner.,Hay un cine en la esquina.
The teacher confiscated Tom's cellphone.,El profesor confiscó el móvil de Tom.
I'm going to see Mary this afternoon.,Esta tarde voy a ver a Mary.
"When I grow up, I want to be just like you.",Cuando crezca quiero ser como tú.
I don't want to take any pictures.,No quiero sacar fotos.
There's nothing better than taking a nice walk.,No hay nada mejor que dar una buena caminata.
Tom forgot to take his umbrella with him.,A Tom se le olvidó llevarse su paraguas.
Did he get married when he was in Germany?,¿Él se casó cuando estuvo en Alemania?
Tom got fired from his job.,Tomás fue echado de su trabajo.
I can't understand what she says.,No puedo comprender lo que ella está diciendo.
Tomorrow is my thirtieth birthday.,Mañana es mi trigésimo cumpleaños.
I want to avoid unnecessary risks.,Quiero evitar riesgos innecesarios.
I want to keep this.,Quiero quedarme esto.
I'm looking forward to seeing your father.,Espero con ganas a ver a tu padre.
I thought Tom would want the work.,Pensé que Tom querría el trabajo.
The water in the lake is cool.,El agua del lago está fresca.
I'll wait for you in my room.,Te estaré esperando en mi cuarto.
Tom got another message.,Tom recibió otro mensaje.
It was determined that faulty wiring was the cause of the fire.,Se determinó que el incendio fue provocado por cableado defectuoso.
Thanks for the delicious meal.,Gracias por la deliciosa comida.
He is a scientist who is respected by everybody.,Él es un científico respetado por todos.
She seemed uninterested.,Ella parecía no interesada.
Tom really knows a lot.,Tomás realmente sabe muchísimo.
I feel bad about having made you wait so long.,Lamento mucho haberte hecho esperar tanto.
That's not my fault.,Eso no es mi culpa.
He made me an offer I couldn't refuse.,Él me hizo una oferta que no pude rechazar.
Why do you walk when you have a car?,¿Por qué vas andando si tienes coche?
He doesn't work here anymore.,No trabaja más aquí.
Tom and Mary like each other.,Tom y Mary se gustan.
"Usually, they did not stay long.",Normalmente ellos no se quedaban por mucho.
Tom helped Mary into the car.,Tom ayudó a Mary a entrar al auto.
Everyone laughed at this mistake.,Todo el mundo se rio de este fallo.
The room was empty.,La habitación estaba vacía.
"Due to the bad weather, the game was called off.","Debido al mal tiempo, el juego fue cancelado."
Tom owes Mary money.,Tomás le adeuda dinero a María.
Tom locked himself out of his room.,Tom se quedó encerrado fuera de su pieza.
The wind is cold today.,Hoy hace viento helado.
I couldn't believe what I was seeing.,No podía creer lo que estaba viendo.
I'm still trying to find out what needs to be done.,Todavía estoy intentando averiguar qué se necesita hacer.
I'm sorry. I don't have a lot of time.,Lo siento. No tengo mucho tiempo.
We felt happy when the examination was over.,Nos sentimos felices cuando la evaluación terminó.
Few people know about the plan.,Pocas personas saben del plan.
"I can't write French, but I can read it.","No puedo escribir en francés, pero lo puedo leer."
Nobody can prevent this plan from being carried out.,Nadie puede impedir que este plan sea llevado a cabo.
I have no idea what Tom ate for breakfast.,No tengo idea de lo que desayunó Tom.
The bus left five minutes ahead of time.,El bus salió cinco minutos antes de tiempo.
Who else knows about this?,¿Quién más sabe sobre esto?
I can recommend this book to you.,Te puedo recomendar este libro.
Do they have the ability to pay that much?,¿Tienen la solvencia económica para pagar tanto?
I'm going to solve this.,Voy a resolver esto.
Let's go back to the hotel.,Volvamos al hotel.
I have no one to talk about my problems with.,No tengo a nadie a quien contarle mis problemas.
This is the biggest hotel in this city.,Este es el hotel más grande en la ciudad.
I did what I liked.,Hice lo que quise.
We've made numerous improvements to our house since we bought it.,Hemos hecho varias mejoras a nuestra casa desde que la compramos.
How's your Christmas shopping coming along?,¿Qué tal van tus compras de Navidad?
This story cannot be true.,Ese relato no puede ser verdad.
Tell me how Tom and Mary met.,Contame cómo se conocieron Tom y Mary.
I like stories.,Me gustan las historias.
I agree with what you say to some extent.,Estoy de acuerdo con lo que dices hasta cierto punto.
Who hid it?,¿Quién lo escondió?
This car is as big as that car.,Este coche es tan grande como ese.
This summer we'll go to the mountains and to the sea.,Este verano iremos a la montaña y al mar.
Tom admitted that he had stolen Mary's money.,Tomás admitió que había robado el dinero de María.
I don't think I'm needed here any longer.,No creo que se me necesite más aquí.
Why do you want to become a nurse?,¿Por qué quieres hacerte enfermera?
Tom thought it was rude to talk to Mary the way John did.,Tom creía que era grosero hablar a Mary del modo en que lo hizo John.
I'll try to persuade Tom to sing a song for us.,Intentaré persuadir a Tom que nos cante una canción.
I wish I had learned this in school.,Ojalá hubiera aprendido esto en el colegio.
I think it's time for me to join the fight.,Creo que es hora de que me una a la pelea.
I thought I heard someone banging on the wall.,Me pareció oir a alguien golpeando la pared.
We must be ready for anything.,Debemos estar preparados para cualquier cosa.
This wine tastes good.,Este vino sabe bien.
Mary filed her nails.,Mary se limó las uñas.
I have a special surprise for you.,Tengo una sorpresa especial para ti.
My back hurts because I've been fishing all day.,Me duele la espalda porque me he pasado todo el día pescando.
He had an accident and broke his leg.,Él tuvo un accidente y se rompió la pierna.
He's your friend.,Él es tu amigo.
I play volleyball a lot.,Juego mucho al voleibol.
"For all we know, Tom could be in Boston.","Por lo que sabemos, Tom podría estar en Boston."
Everything is as we left it.,Todo está como lo dejamos.
Success doesn't come easily.,El éxito no se alcanza fácilmente.
I plan to get a job as soon as I can.,Planeo conseguir un empleo tan pronto como pueda.
Now you've given yourself away.,Ahora te has delatado a ti mismo.
We're lucky to be alive.,Tenemos suerte de estar vivos.
I think this is really exciting.,Creo que esto es verdaderamente excitante.
I don't drink milk with sugar any more.,Ya no tomo leche con azúcar.
I need to get a new pair of glasses.,Tengo que comprarme un par de gafas nuevas.
Is the meeting today or tomorrow?,¿Es la reunión hoy o mañana?
That wouldn't convince me.,Eso no me convencería.
Tom lied about where he'd been last night.,Tom mintió acerca de dónde estuvo anoche.
Tom's car was impounded.,El carro de Tom fue confiscado.
That's what I want to know.,Eso es lo que quiero saber.
Tom and I are good friends.,Tom y yo somos buenos amigos.
Leave the dog out for a while.,Deja al perro afuera un rato.
This book is too difficult for me.,Este libro es demasiado difícil para mí.
A drunk driver was responsible for the car accident.,Un conductor ebrio fue responsable del accidente.
I agree with you to a degree.,Hasta cierto punto estoy de acuerdo contigo.
I almost gave up.,Casi lo dejo.
I threw the strange package on the table.,Arrojé el paquete extraño sobre la mesa.
You won't get it so easily.,No lo conseguirás tan fácilmente.
He wasn't as handsome as she told me.,Él no era tan apuesto como ella me dijo.
We're very sad.,Estamos muy tristes.
One good thing about winter is there are no mosquitos.,Lo bueno del invierno es que no hay mosquitos.
Tom asked Mary not to drive so fast.,Tom le pidió a Mary que no condujera tan rápido.
I was disappointed with the new product.,El producto nuevo me decepcionó.
I often go swimming at the beach in the summer.,A menudo voy a la playa a nadar en el verano.
He never breaks his promises.,Él nunca rompe sus promesas.
You need to answer the question.,Tienes que responder a la pregunta.
Tom wants to see you as soon as possible.,Tom quiere verte tan pronto como sea posible.
What time is it in Boston?,¿Qué hora es en Boston?
I'm taking a couple of days off.,Me voy a tomar un par de días libres.
Tom says that all the time.,Tom dice eso todo el tiempo.
Islamabad is the capital of Pakistan.,Islamabad es la capital de Pakistán.
"I'm going up to the bar for a drink, and I suggest you do the same.",Voy al bar a tomar un trago y te sugiero que hagas lo mismo.
May I call you back?,¿Puedo llamarte de vuelta?
Does free will exist?,¿Existe el libre albedrío?
I have no knife to cut with.,No tengo un cuchillo con que cortarlo.
I was just wondering if Tom could possibly be in love with Mary.,Me preguntaba si cabría la posibilidad de que Tom esté enamorado de Mary.
