source,target
Claro que lo entiendo.,I do understand.
Será mejor que pares.,You'd better leave it.
Nacimos el mismo año.,We were born in the same year.
Todas las calles que conducen a la ciudad están abarrotadas de vehículos.,All the roads leading into the city are full of cars.
Necesito pañales para mi bebé.,I need diapers for my baby.
"En vez del árbol, en España es tradicional poner el belén por Navidad.","Instead of a tree, in Spain it's traditional to put up a nativity scene for Christmas."
Tom no está contento con su sueldo actual.,Tom isn't content with his present salary.
Asumo que era todo lo que querían decir.,I assume that it was all they wanted to say.
Él es rico y yo pobre.,He is rich and I am poor.
La Virgen María es la madre de Jesús.,The Virgin Mary is Jesus' mother.
Tienes que dejar de decir eso.,You need to stop saying that.
"Probablemente, podría haberlo hecho sin tu ayuda.",I probably would've been able to do that without your help.
Mi casa es como la suya.,My house is like yours.
Es mejor no hablar tanto.,It's best not to talk so much.
Cogí un libro.,I grabbed a book.
Deben ir al trabajo.,You should go to work.
"Cuanto más se tiene, más se quiere.","The more one has, the more one wants."
Pasaron muchos años desde entonces.,Many years have passed since then.
No hay nada que cancelar.,There's nothing to cancel.
Un auto la chocó.,She was hit by a car.
Debemos decir la verdad.,We must tell the truth.
Tengo una fe plena en mi médico.,I have complete faith in my doctor.
Me tengo que ir a trabajar.,I have to go to work.
Tom está aprendiendo.,Tom is learning.
Le pidió a Lincoln que dijera unas pocas palabras.,He asked Lincoln to say a few words.
Tiene más de cien años.,It's more than a hundred years old.
Él solía nadar en este río a menudo.,He would often swim in this river.
Tom le enseñó a Mary a usar la lavadora.,Tom showed Mary how to use the washing machine.
¿Se vende esto?,Is this for sale?
Conozco a tu hijo.,I know your son.
La producción de acero crecerá un 2% con respecto al mes anterior.,Steel production will increase 2% this month from last month.
Estoy completamente bien.,I'm absolutely fine.
Tom no se pudo escabullir del dormitorio sin ser visto.,Tom couldn't sneak out of the dorm without being seen.
Él tiene la edad suficiente para entenderlo.,He is old enough to understand it.
La cena no suele estar preparada antes de las seis.,Dinner is usually not ready until six o'clock.
La puerta de la oficina es amarilla.,The door of the office is yellow.
Este plan es imposible de cumplir.,This plan is impossible to accomplish.
Uno aprende de sus propios errores.,One learns from one's own mistakes.
No vinieron más de 50 personas.,No more than 50 people came.
¿No es un simple incendio forestal?,Isn't that just a brush fire?
Su idea es muy parecida a la mía.,Her idea is very similar to mine.
Esto apenas cubre nuestros gastos básicos.,This just barely covers our living expenses.
"Si lo dejamos, morirá desangrado.","If we leave him, he'll bleed to death."
Tom encendió la lámpara pequeña de su mesita de noche.,Tom turned on the small lamp on his bedside table.
Me gustaría yo mismo preguntarle eso a Tomás.,I'd like to ask Tom that myself.
Yo quiero ser como Tom.,I aspire to be like Tom.
No puedo creer que Tom se lo comiera entero.,I can't believe Tom ate the whole thing.
Le daré estos boletos a quienquiera que los quiera.,I will give these tickets to whoever wants them.
"Mira, no he venido aquí a hablar de trabajo.","Look, I didn't come here to talk about work."
Cuidado que no se te caiga la botella.,Take care not to drop the bottle.
Este diccionario es mío.,This dictionary is mine.
Creo en el destino.,I believe in fate.
No entiendo una palabra de lo que estás diciendo.,I don't understand a word of what you're saying.
¿Esto es tuyo?,Is this yours?
Él lo dejó todo a la suerte.,He left everything to chance.
Tom notó que María estaba sentada sola en la esquina.,Tom noticed that Mary was sitting in the corner by herself.
Creo que deberías descansar un poco.,I think you ought to rest a while.
Tal vez podríamos juntarnos alguna vez y almorzar.,Maybe we could get together sometime and have lunch.
En un momento te la doy.,I'll give it to you in a minute.
"En realidad, nunca lo he visto.",I've actually never seen it.
Estoy completamente convencido de tu inocencia.,I am fully convinced of your innocence.
Quiero que me digas la verdad.,I want you to tell me the truth.
"Internet es como una mina de diamantes. El 99 por ciento es basura, pero hay verdaderas joyas si consigues encontrarlas.","The Internet is like a diamond mine. 99 percent of it is trash, but there are real gems if you can find them."
Queremos una casa propia.,We want a house of our own.
¡Tienes que seguir luchando!,You've got to keep fighting.
Los pandas son animales hermosos.,Pandas are beautiful animals.
Tom dio una paliza a Mary.,Tom beat Mary up.
Tom le encontró un departamento a Mary no muy lejos de donde ella trabaja.,Tom found Mary an apartment not too far from where she works.
¿Quieres ir a la piscina conmigo mañana?,Do you want to go to the swimming pool with me tomorrow?
El equipo tiene que ganar el partido de mañana.,The team has to win tomorrow's match.
Estos lentes de sol son demasiado grandes.,These sunglasses are too big.
El agua está compuesta de hidrógeno y oxígeno.,Water consists of hydrogen and oxygen.
Esta es mi oficina.,This is my office.
Quemar la basura tan cerca de la casa no fue una buena idea.,Burning the trash so close to the house wasn't a good idea.
A la mayoría de los chicos les gusta el béisbol.,Most boys like baseball.
Su belleza se ajará con el tiempo.,Her beauty will fade in time.
Pon este libro encima de los otros.,Put this book on top of the others.
Con un vistazo a su cara supe que era reacio a trabajar.,One glance at his face told me that he was reluctant to work.
Las huellas dejadas en el arma se corresponden con las del sospechoso.,The fingerprints left on the weapon match the suspect's.
Tom abandonó su plan de construir una fábrica.,Tom abandoned his plan to build a factory.
Me alegro mucho por ti.,I'm very happy for you.
Él es diferente de las personas alrededor suyo.,He is different from the people around him.
Casi no tengo hambre.,I have almost no appetite.
El doctor le dio algunos medicamentos para aliviar el dolor.,The doctor gave him some drugs to relieve the pain.
¿De quién fue la idea de despedir a Tom?,Whose idea was it to fire Tom?
Tom quiere comer arroz frito.,Tom wants to eat fried rice.
¿Tiene Tom un gato?,Does Tom have a cat?
Puedo entender por qué no quieres comer ahí.,I can understand why you don't want to eat there.
Lo quiero ya.,I just want it.
Me gusta mucho.,I like it very much.
Agarró el lápiz y empezó a escribir.,She took her pencil and started to write.
Él lo sabía desde un comienzo.,He knew it all along.
No es necesario tomar todos esos medicamentos.,It's not necessary to take all of that medicine.
Ten las manos quietas.,Keep your hands to yourself.
Yo hice eso.,I made that.
Ella tiene un gran interés por la música.,She has a great interest in music.
Vi a algunas personas nadar en el río.,I saw some people swimming in the river.
Tenía la esperanza de criar a mis hijos en Boston.,I was hoping to raise my kids in Boston.
La profesora la trató como una más de sus estudiantes.,The professor treated her as one of his students.
Es más fácil decirlo que hacerlo.,It's easier said than done.
Su concierto fue genial.,His concert was great.
Tom estaba sentado de piernas cruzadas en su cama escribiendo en su notebook.,"Tom was sitting cross-legged on his bed, typing on his laptop."
¿Cuándo fue la última vez que tuviste un accidente?,When was the last time you had an accident?
Él le pidió ayuda a sus amigos.,He asked his friends for help.
Él no es estudiante secundario.,He is not a high school student.
No todas las especies de arañas son venenosas.,Not all species of spiders are poisonous.
No vi quién iba conduciendo.,I didn't see who was driving.
Quiero que toque la guitarra.,I want him to play the guitar.
Su madre es la mujer más atractiva.,Her mother is a most beautiful woman.
Entré por error a la pieza de otro.,I entered someone else's room by mistake.
Es una fortuna que tengas tales padres.,It is fortunate that you have such parents.
Mantén tensa la cuerda.,Keep the rope taut.
El mundo está enfermo.,The world is sick.
Estos lentes no son resistentes a los rayones.,These lenses aren't scratchproof.
Había latas vacías esparcidas por todo el lugar.,Empty cans were scattered about the place.
¿Tienes un violín?,Do you have a violin?
No tienes que responder a esta pregunta.,You don't need to answer this question.
Él es lo que se llama un paladín de la justicia.,He is what is called a champion of justice.
El problema está en que eso es muy caro.,The problem is in that it's too expensive.
Cada casa tenía un jardín.,Every house had a garden.
Es divertido tocar guitarra.,Playing the guitar is fun.
"Cuando pides acceso a una universidad americana, tu nota en el TOEFL es sólo uno de los factores.","When applying to American universities, your TOEFL score is only one factor."
¿Por qué habría de hacer eso?,Why would I do that?
Algún día podremos ir en un viaje a Marte.,Someday we will be able to go on a voyage to Mars.
Creo que es hora de que me compre una cámara decente.,I think it's time for me to buy a decent camera.
Eso suena bastante estúpido.,That sounds pretty dumb.
¿Puedes traducirme esta canción?,Can you translate this song for me?
No había nada en la caja.,There was nothing in the box.
Los bomberos han apagado el fuego.,The fire fighters put out the fire.
Tomá una aspirina.,Take an aspirin.
Puedes leer este libro.,You may read this book.
Quizás no querés recordar.,Maybe you don't want to remember.
Sé amable con la gente mayor.,Be kind to old people.
Él vive en la cima de la colina.,He lives at the top of the hill.
No puedo esperar a dejar este lugar.,I can't wait to leave this place.
¿Es usted el propietario de esta casa?,Are you the owner of this house?
Casi fui robado.,I almost got robbed.
Él está apunto de terminar el libro.,He's about to finish reading the book.
Tom no puede venir a la oficina hoy.,Tom can't come to the office today.
¿Cómo puedes no recordar?,How can you not remember?
El arte no es un lujo sino una necesidad.,"Art is not a luxury, but a necessity."
Mejor no te burles de ella. Se acaba de tomar tres botellas de cerveza.,Don't make fun of her. She just chugged three bottles of beer.
Ella fue con él al cine.,She went with him to the movies.
Debe haber una explicación lógica para esto.,There must be a logical explanation for this.
Su trabajo fue escribir todas las cartas.,Her job was to type all the letters.
Nadie tuvo ningún problema.,No one had any problems.
Estoy tan cansado que me iré a la cama apenas llegue a la casa.,I'm so tired that I'm going to bed as soon as I get home.
Él estaba demasiado débil para jugar al aire libre.,He was too frail to play games outdoors.
Ella se inclinó dando las gracias.,She bowed in thanks.
Tom le envió una carta de tres páginas a Mary.,Tom sent Mary a three-page letter.
¿De dónde vino?,Where did it come from?
Leer desarrolla la mente.,Reading develops the mind.
¿Cómo se llama tu marido?,What's your husband's name?
Tom inclinó su cabeza.,Tom bowed his head.
Estoy acostumbrado a vivir solo.,I'm accustomed to living alone.
Eso es lo que pasa.,That's what happens.
Hicimos todo lo posible para proteger a Tom.,We did our best to protect Tom.
Mi dinero fue robado.,My money was stolen.
Te recomiendo que leas esa novela.,I recommend that you read that novel.
Tom no es tan rápido como yo.,Tom isn't as fast as I am.
Es muy difícil entenderle.,It's very difficult to understand you.
Supuse que no querrías beber café tan tarde por la noche.,I figured that you wouldn't want to drink coffee so late at night.
Manejás demasiado rápido.,You drive too fast.
Estaba en casa.,I was at home.
Nacimos el mismo día.,We were born on the same day.
Debiste haberme contado antes el problema.,You should've told me what the problem was earlier.
No tenía nada que ocultar.,I had nothing to hide.
Esta es una de las peores películas que haya visto.,This is one of the worst movies I've ever seen.
Tom estaba curioso.,Tom was curious.
Su padre siempre vuelve tarde a casa.,His father always comes home late.
Leí el libro desde el principio hasta el final.,I read the book from beginning to end.
Traeré a mi hermana conmigo la próxima vez que venga.,I'll bring my sister when I come next time.
¿Es suficientemente grande?,Is it large enough?
Eso no ha ocurrido por mi culpa.,It isn't my fault that it happened.
"Por favor, prenda la televisión.",Please turn on the television.
Había pocas personas en el parque.,There were few people in the park.
La gente vivía en poblados.,People lived in villages.
A veces nieva durante la Navidad.,Sometimes it snows on Christmas.
Me quedaré en casa de mis abuelos este fin de semana.,I'll stay at my grandparents' house this weekend.
El club tiene más de 50 miembros.,The club has more than fifty members.
La población aumenta.,The population is growing.
Mi esposa tuvo unas terribles náuseas matutinas durante su primer embarazo.,My wife had terrible morning sickness during her first pregnancy.
Tengo que estudiar mucho todos los días.,I have to study hard each day.
Estamos disfrutando de nuestras vacaciones.,We're enjoying our vacation.
No podemos dejarnos engañar.,We can't let ourselves be fooled.
El problema de la droga es internacional.,The drug problem is international.
Desearía que ellos dejaran de pelear.,I wish they would stop fighting.
¿Cuándo fue la última vez que ustedes comieron langostinos?,When was the last time you ate shrimp?
Tom está en el teléfono.,Tom is on the phone.
Deberíamos obedecer las reglas.,We should obey the rules.
Él llegó sano y salvo.,He arrived safe and sound.
No la toques. Déjala como está.,Don't touch it. Leave it as it is.
¿Tiene algo para el resfriado?,Do you have anything for a cold?
Todos necesitan amigos.,Everyone needs friends.
No les gustas.,They don't like you.
¿Por qué no le has dicho a Tom cuándo y dónde va a ser la reunión?,Why haven't you told Tom when and where the meeting will be?
No puedo creer que realmente quedaras en Harvard.,I can't believe that you actually got into Harvard.
Planté rosas en el jardín.,I planted roses in the garden.
Pensé que Tom había dejado de fumar.,I thought Tom had quit smoking.
Tú pagarás por eso.,You'll pay for that.
Tom no debió haberlo hecho.,Tom shouldn't have done it.
"Vamos, confía en mí.","Come on, trust me."
Ya he hecho los deberes.,I've already done my homework.
Quisiera saber lo que tú piensas.,I'd like to know what you think.
Tom no quiere hablar conmigo.,Tom doesn't want to talk to me.
"Sin Tom, Mary no tendría nadie a quien acudir.","Without Tom, Mary would have no one to turn to."
"Tom es, ciertamente, un anciano.",Tom certainly is an old man.
No quiero tu compasión.,I don't want your pity.
El anciano pareció sorprendido por las noticias.,The old man looked surprised at the news.
No os puedo contar lo que terminamos haciendo.,I can't tell you what we ended up doing.
La niña dijo que nunca había oído hablar de esa persona.,The girl said that she had never heard of such a person.
¿Estás haciendo lo que crees que es correcto?,Are you doing what you think is right?
La ley fue modificada.,The law was changed.
Quería que supieras que llegaría tarde.,I wanted to let you know that I would be late.
Ella le humilló.,He was humiliated by her.
Aún no he recibido tu respuesta.,I've received no reply from you yet.
No me gustó nada lo que él dijo.,I didn't like what he said at all.
Boston no está tan lejos.,Boston isn't all that far away.
¿Diste de comer al perro esta mañana?,Did you feed the dog this morning?
Me avergüenzo de lo que hice.,I'm ashamed of what I did.
"Entonces, debe de haber estado en casa.",He must have been home then.
Estoy sorprendido de que te acuerdes de Tom.,I'm surprised you remember Tom.
Quiero pedirte una gauchada.,I want to ask a favor of you.
La orquesta está afinando.,The orchestra's tuning up.
"Eres alta, pero él es aún más alto.","You are tall, but he is still taller."
Esta alfombra es hecha a mano.,This rug is handmade.
Hay muchos turistas en la ciudad.,There are many tourists in town.
Mañana a estas horas estaremos escalando el monte Fuji.,"About this time tomorrow, we'll be climbing Mt. Fuji."
Aún cometo muchos errores.,I still make many mistakes.
No me queda más opción que obedecerle.,I can't do anything but obey him.
El viento es una fuente energética limpia y barata.,Wind is a cheap and clean source of energy.
¿Por qué no dejan de preocuparse y duermen un poco?,Why don't you stop worrying and get some sleep?
Él estaba furioso por no haber sido invitado.,He was mad because he was not invited.
"Los átomos están compuestos de protones, neutrones y electrones.","Atoms are composed of protons, neutrons, and electrons."
Tom y María se miraron el uno al otro y se pararon.,Tom and Mary looked at each other and stood up.
Alemania y Japón fueron derrotados.,Germany and Japan were defeated.
Él no es lo suficientemente agresivo para triunfar en los negocios.,He is not aggressive enough to succeed in business.
Te debo una explicación.,I owe you an explanation.
¿Por qué no me dijiste que eras canadiense?,Why didn't you tell me you were Canadian?
Quiero soltarme el pelo.,I want to let my hair down.
"Por favor, deme un vaso de agua.",Please give me a glass of water.
Tengo que cambiar una cuerda a la guitarra.,I have to change a string on the guitar.
Su compañía no sobrevivió a la crisis.,His company didn't survive the crisis.
"De todos los beisbolistas famosos, él se destaca por ser un genio.","Of all the famous baseball players, he stands out as a genius."
El niño de escondió tras la puerta.,The boy hid behind the door.
El baile ya había empezado cuando llegué.,The dance had already started when I got there.
Ya no tienes que preocuparte por Tom.,You don't have to worry about Tom anymore.
¿Quién estaba allí esa noche?,Who was there that night?
Lo hicimos en la escuela.,We did that at school.
La medicina que tomó ella la curó de la tos de la que había estado sufriendo.,The medicine she took cured her of the bad cough she'd been suffering from.
Tom nos quería mucho.,Tom loves us very much.
Quiero ver a Tom.,I want to see Tom.
Tom le pidió a Mary que le esperase delante de la biblioteca.,Tom asked Mary to wait for him in front of the library.
Su casa es muy moderna.,Their house is very modern.
Está claro que no podemos vivir sin el aire.,It is clear that we cannot live without air.
Comúnmente juego tenis.,I usually play tennis.
Los dinosaurios actualmente están extintos.,Dinosaurs are now extinct.
Tienes que empujar esa puerta para abrirla.,You have to push that door to open it.
Mi padre va al trabajo en bicicleta.,My father goes to work by bike.
Conseguí la entrada gratis.,I got the ticket free of charge.
Los conozco a todos.,I know them all.
He descubierto algo interesante.,I've discovered something interesting.
"Aún tengo un dolor de cabeza, pero me estoy sintiendo mejor esta mañana.","I still have a headache, but I'm feeling better this morning."
¿Puedes bajar el volumen?,Could you turn down the volume?
Tu sucesor ya ha sido escogido.,Your successor has already been chosen.
Es peligroso nadar en este lago.,It's dangerous to swim in this lake.
Es muy lamentable que su solicitud haya sido considerada inaceptable.,It is highly regrettable that your request was considered to be unacceptable.
Toda la gente está en la playa.,Everyone's on the beach.
Dejaron la verja abierta.,The gate was left open.
A Tom le gusta el pochoclo con mucha manteca.,Tom likes popcorn with lots of butter.
¿Qué implica ello?,What does it involve?
Los sordos suelen hablarse entre ellos usando lenguaje de señas.,Deaf people often talk to each other using sign language.
Me gusta estar en casa.,I like to stay at home.
No vi ninguna otra opción.,I saw no other choice.
Él puede correr más rápido que nadie de su clase.,He can run the fastest in the class.
Tienes que dejar de apostar.,You need to stop gambling.
Ninguno de ellos fue capaz de entender lo que ella estaba insinuando.,None of them could understand what she was implying.
Comí los restos en el almuerzo.,I ate leftovers for lunch.
Tomás no me dijo dónde vivía.,Tom didn't tell me where he lived.
Los elefantes se dividen en 3 diferentes grupos.,Elephants are divided into three different species.
Olvidé quién dijo eso.,I forgot who said that.
¿Te están tratando bien?,Are they taking good care of you?
Dile a Tom que fue un error.,Tell Tom it was a mistake.
Es fácil cortar queso con un cuchillo.,It's easy to cut cheese with a knife.
Lo dejé en la escuela.,I left it at school.
Mi padre sacó la billetera y me dio diez dólares.,My father took out his wallet and gave me ten dollars.
¿Has elegido ya las canciones que tocarás esta noche?,Have you already chosen the songs you're going to play tonight?
Tom abandonó la esperanza.,Tom gave up hope.
Él vive separado de sus padres.,He lives apart from his parents.
No te burles de los extranjeros.,Don't make fun of foreigners.
¿No deberías atender?,Shouldn't you be listening?
Él nació en este mismo cuarto.,He was born in this very room.
Hace ya una semana que Tom no se baña.,Tom hasn't taken a bath in a week.
"Si tienen hambre, pues coman.","If you're hungry, then eat."
Observa cuanto quieras.,Watch as much as you want.
Recuerdo haber visto a la reina.,I remember meeting the queen.
El bosque está lleno de monos.,The forest is teeming with monkeys.
El collar del perro es rojo.,The dog's collar is red.
Ella le aconseja en cómo seguir saludable.,She advises him on how to stay healthy.
Nos sentamos en un banco en el parque.,We sat on a bench in the park.
Mary es una mujer muy ocupada.,Mary is a very busy woman.
Veinte equipos entraron al torneo.,Twenty teams entered the tournament.
¿Puedo hablar con Tom?,May I talk to Tom?
"Por favor, no insulte nuestra inteligencia.",Please don't insult our intelligence.
"Si quiere correr, corra.","If you want to run, then run."
Es todo lo que quiero decir.,That's all I want to say.
Limpiemos el piso.,Let's mop the floor.
Creo que esto les pertenece.,I think this belongs to you.
Espero que sepas todo al respecto.,I expect you know all about it.
Tom le pidió a Mary que se metiera en sus asuntos.,Tom asked Mary to mind her own business.
Necesito unas vacaciones.,I need a vacation.
Dame algo frío para beber.,Give me something cold to drink.
Creo que lo he entendido.,I think I've understood.
Ella tomó a mi hermano por mí.,She mistook my brother for me.
"De repente, mi madre comenzó a cantar.","Suddenly, my mother started singing."
Gracias a todos.,Thanks to all of you.
No soy bueno escribiendo en francés.,I'm not good at writing in French.
Tomás era un muy buen vecino.,Tom was a great neighbor.
Ojalá pudiera pensar en algo que decir.,I wish I could think of something to say.
¿Qué hiciste con mis pantalones?,What did you do with my pants?
Pon cara de felicidad.,Put on a happy face.
Solo me falta la careta para que mi disfraz esté completo.,"All I need is the mask, and my costume is complete."
Ha sido un viaje largo.,It was a long journey.
En el aula hay veinticinco estudiantes.,There are twenty-five students in the assembly hall.
Yo me levanto a las seis todas las mañanas.,I get up at six every morning.
Tomás quería hacer un muñeco de nieve.,Tom wanted to make a snowman.
Ella le contó sus problemas.,She told her troubles to him.
En ese momento me pareció una buena idea.,I thought it was a good idea at the time.
Tom se preguntaba por qué María estaba tan enojada.,Tom wondered why Mary was so mad.
Él resultó herido en un accidente automovilístico.,He was hurt in a car accident.
"Por favor, asegúrese de que la puerta está cerrada con llave.",Please make sure that the door is locked.
Tom tuvo un desayuno precipitado.,Tom had a hasty breakfast.
"Ella le hizo algunas preguntas, pero él se negó a contestar.","She asked him some questions, but he refused to answer."
Ellos a menudo dicen que la vida es breve.,They often say that life is short.
Sencillamente no quiero salir contigo.,I just don't want to go with you.
¿Todavía estás enamorado?,Are you still in love?
Éste es el lugar donde tuvo lugar la batalla.,This is the place where the battle took place.
¿Por qué su boca es tan grande?,Why is your mouth so big?
Acordaron investigar la causa del accidente.,They agreed to investigate the cause of the accident.
Tenés la misma edad que mi novia.,You're the same age as my girlfriend.
Soy un hombre de negocios.,I'm a salesman.
Estoy consciente de que cada decisión que tomo acarrea una consecuencia.,I'm aware that every choice I make has a consequence.
¿Hay tarta de manzana?,Do you have apple pie?
"""¿Tom juega al golf?"" ""Sí, juega todos los fines de semana"".","""Does Tom play golf?"" ""Yes, he plays every weekend."""
No te rías de su error.,Don't laugh at his mistake.
Creo que es altamente improbable que Tom se coma el sándwich que hiciste para él.,I think it's highly unlikely that Tom will eat the sandwich you made for him.
Ten cuidado ahí fuera.,Be careful out there.
Ésta es la habitación 839.,This is Room 839.
¿Has salido del estado en los últimos catorce días?,Have you left the state within the last 14 days?
Todos elogiaban su heroísmo.,Everybody praised his heroism.
Así dice la ley.,That's the law.
¿Qué viste ayer en la televisión?,What did you watch on television last night?
No te desquites conmigo.,Don't take it out on me.
¿Tienes un lápiz?,Do you have a pencil?
¿A qué hora despega el avión?,What time does the flight take off?
Ella vende conchas en la costa.,She sells seashells by the seashore.
Nos ordenaron que nos marcháramos sin ninguna explicación.,We were ordered away without any explanation.
Mi padre solía comer en este restaurante.,My father used to eat at this restaurant.
Ya no eres más solo un niño.,You're no longer a mere child.
Ella está dispuesta de hacer lo que sea por mí.,She is willing to do anything for me.
Ellos demandaron un salario mayor.,They demanded higher pay.
"Me rindo. Sin importar lo que haga, tú nunca pareces estar satisfecho.","I give up. No matter what I do, you never seem to be satisfied."
Vivo en la luna.,I live on the moon.
Tom borró su cuenta.,Tom deleted his account.
¿Enterraste algo en esa isla?,Did you bury something on that island?
Cocinarlo me tomó varias horas.,It took me several hours to cook it.
Tom rellenó el formulario de solicitud.,Tom filled out the application form.
¿De dónde vienen los bebés?,Where do babies come from?
Tom tenía una novia de nombre María.,Tom had a girlfriend named Mary.
El jardín estaba cubierto de hojas caídas.,The garden was covered with fallen leaves.
¿Cuál es mi premio?,What's my prize?
Tom dejó a Mary en el parque.,Tom ditched Mary in the park.
¿Quién se burlará de quien?,Who will outwit whom?
Ellos dejaron a Tom.,They abandoned Tom.
Yo no conozco a nadie en esta ciudad.,I don't know anybody in this town.
Eres lo mejor que me haya pasado.,You're the best thing that ever happened to me.
Tom tuvo algunos problemas para encontrar la casa de Mary.,Tom had some trouble finding Mary's house.
Ella se bajó del carro.,She got out of the car.
"Si no hubiera sido por la tormenta, habría llegado antes yo.","If it hadn't been for the storm, I would've arrived sooner."
No puedo verle.,I can't see you.
A veces es bueno probar cosas nuevas.,It's good to try new things once in a while.
Algún día correré como el viento.,Someday I'll run like the wind.
Ayer no hablamos.,We didn't talk yesterday.
Las primeras 24 horas son las más difíciles.,The first 24 hours are the hardest.
Tom no amaba a Mary tanto como ella lo amaba a él.,Tom didn't love Mary as much as she loved him.
Creo que él es un buen conductor.,I think he is a good driver.
Nosotros crecimos juntos.,We grew up together.
¿Has visto a Tom intentar iniciar un fuego?,Have you seen Tom try to start a fire?
"Tom es muy popular, ¿a que sí?","Tom is really popular, isn't he?"
Me estás empezando a poner de los nervios.,You're starting to get on my nerves.
Ella misma lo intentó.,She tried it herself.
Las solicitudes vencen el lunes.,Applications are due by Monday.
Yo tendré que encontrar un trabajo de medio tiempo.,I'll have to find a part-time job.
En realidad no me gustan las películas.,I don't really like movies.
No toques esa perilla.,Don't touch that doorknob.
Tom está en la puerta. Por favor pídele que entre.,Tom is at the door. Please ask him in.
Ellos no quieren que sepas.,They don't want you to know.
A veces es genial para pasar un tiempo a solas.,Sometimes it's great to spend some time alone.
Tú dijiste que yo soy una mentirosa.,You said I was a liar.
Tom no podía recordar el nombre del lugar en donde conoció a Mary.,Tom couldn't remember the name of the place where he met Mary.
Espero que todo esté bien.,I hope that everything is in order.
Él dijo que el último autobús sale a las 10:50 p.m.,He said that the last bus leaves at 10:50 p.m.
Tom tiene una cicatriz en la mejilla.,Tom has a scar on his cheek.
A él le gusta desarmar aparatos eléctricos.,He likes to take electric devices apart.
Puedo volver a hacerlo.,I can do it again.
¡Aún no lo creo!,I still can't believe it!
La pena de muerte debería ser abolida.,Capital punishment should be abolished.
Tom y Mary asintieron el uno al otro de manera calculada.,Tom and Mary nod at each other knowingly.
Me gusta probar cosas nuevas.,I like to try new things.
¿Por qué dejaron de tomar su medicación?,Why did you stop taking your medicine?
Tienes a la persona incorrecta.,You've got the wrong person.
¡Mañana por la mañana levántate pronto!,Get up early tomorrow morning!
"Él está cansado, y yo también.","He is tired, and so am I."
La noche era fría.,The night was cold.
¿Cómo los paramos?,How do we stop them?
¿Dónde compraste esa falda?,Where did you buy that skirt?
"Después de comer, siempre me da sueño.","After supper, I always find myself falling asleep."
Ellos no pudieron encontrar trabajo en casa.,They could not find work at home.
Vamos a pescar de vez en cuando.,We go fishing from time to time.
El gobierno está decidido a poner fin al terrorismo.,The government is determined to put an end to terrorism.
Este es mi lápiz rojo.,This is my red pencil.
Todos los niños son sinceros.,All the boys are honest.
Podía oír roncar a un estudiante al fondo del aula.,I could hear a student snoring in the back of the classroom.
¿Cuántos vuelos a Nueva York ofrecéis al día?,How many flights to New York do you offer a day?
Ellos vieron que no tenían alternativa.,They saw they had no choice.
Ya casi es hora.,It's almost time.
Tom tiene el pelo castaño.,Tom has brown hair.
Falta a la escuela a menudo.,He often doesn't come to school.
¿Puedes reconocer esto?,Can you identify this?
No había nadie en la habitación además de Tom y Mary.,There was no one in the room besides Tom and Mary.
Avanza dos cuadras y gira a la izquierda.,Go two blocks and turn left.
Ella nos mostró la foto de su madre.,She showed us her mother's photo.
Tom nunca se mejoró.,Tom never got better.
La primavera estará aquí no dentro de mucho.,Spring will be here before long.
Es mi mejor amigo. Somos como hermanos.,He's my best friend. We're like brothers.
Estoy muy orgulloso de ti.,I'm very proud of you.
Esto es mucho peor.,This is much worse.
Tom lo hizo a tu manera.,Tom did it your way.
"Si comieras menos hamburguesas, probablemente estarías más sano.","If you ate fewer burgers, you'd probably be healthier."
Ella es incapaz de engañar.,She is incapable of deceit.
Tom no piensa así.,Tom doesn't think so.
¿Quién cuidará del bebé?,Who will look after the baby?
Él se levantó a las ocho de la mañana.,He got up at eight in the morning.
Tom la conoce.,Tom knows her.
Tom dio a Mary algo de comida.,Tom gave Mary some food.
"Hace mucho tiempo, cuando Plutón aún era un planeta, hubo un niño llamado Tom.","A long time ago when Pluto was still a planet, there was a boy named Tom."
Tom va a la misma escuela que Mary.,Tom goes to the same school as Mary does.
Tengo absoluta fe en sus capacidades.,I have complete faith in his abilities.
Veamos lo que podemos conseguir.,Maybe we can work something out.
Te pareces a tu madre. Me recuerdas a ella.,You take after your mother. You remind me of her.
Dejé mi trabajo y me mudé para poder empezar de cero.,I quit my job and moved so I could start off with a clean slate.
No pude nadar tan bien como los otros chicos de mi clase.,I couldn't swim as well as the other kids in my class.
Tom cambió de idea en el último minuto.,Tom changed his mind at the last minute.
La otra no funciona.,The other one doesn't work.
¿Recuerdas quién soy yo?,Do you remember who I am?
Hay muchos parques en Londres.,There are a lot of parks in London.
Hemos tenido mucha lluvia este mes.,We've had a lot of rain this month.
Ella se maquilla todas las mañanas.,She makes herself up every morning.
¿No estabas en casa?,Weren't you at home?
Ella resultó herida en el accidente.,She was hurt in the accident.
Paga lo que puedas.,Pay what you can.
¿Qué efecto dijo el doctor que tenía esta medicina en la gente?,What effect did the doctor say this medicine has on people?
Se hicieron de suficientes provisiones para tres años en la mar.,They took enough provisions for three years at sea.
"Este libro es mío, no de Tom.","This book is mine, not Tom's."
Tom fue condenado el lunes.,Tom was convicted on Monday.
"Si alguna vez haces algo para herir a Tom, te mataré.","If you ever do anything to hurt Tom, I'll kill you."
"Quiero hablar contigo, Tom.","I want to talk to you, Tom."
"Es verdad que es joven, pero es fiable.","It is true that he is young, but he is very reliable."
