source,target
Él no es nada honesto.,He is not honest at all.
Hay muchos puentes en esta ciudad.,There are many bridges in this city.
¿Le echarás un vistazo a este reporte?,Will you glance through this report?
Fue una de las mejores noches que he tenido.,It was one of the best nights I've had.
Nos han disparado.,We've been hit.
Los texanos empezaron a organizar su propio ejército.,The Texans began to organize their own army.
Todavía es demasiado temprano.,It's still too early.
Las revoluciones que fracasan son rápidamente olvidadas.,Revolutions that don't succeed are soon forgotten.
Lo único que quiero es que me dejen en paz.,All I want is to be left alone.
¿Lo has corregido todo?,Have you corrected everything?
"Cuando el juez habla, todos los que están en la sala escuchan.","When the judge speaks, everyone in the courtroom listens."
Hacemos hotcakes para desayunar.,We made pancakes for breakfast.
No quiero terminar en un juicio.,I don't want to end up in court.
No me creo que sea abogado.,I don't believe he's a lawyer.
Nosotros lamentamos no poder aceptar su solicitud.,We are sorry we are unable to accept your request.
Necesité mucho coraje para tratar de comer esa extraña comida.,I needed a lot of courage to try eating that strange food.
Mi hermano es lo suficientemente rico como para comprar un coche.,My brother is rich enough to buy a car.
Yo la hice mi secretaria.,I made her my secretary.
Déjame que lo haga.,Let me do this.
Eso debería ayudar.,That should help.
Él tiene dos casas.,He has two houses.
La nieve que se había estado acumulando en el tejado por la noche cayó con un ruido sordo.,The snow that had piled up on the roof at night came down with a thud.
Siempre pongo mis bolígrafos en el cajón.,I always put my pens in the drawer.
Fue mi primera noche entre extraños.,It was my first night among strangers.
Vayamos al hospital.,Let's go to the hospital.
Será un placer.,I'll be glad to.
Los honorarios del abogado eran muy elevados.,The lawyer's fee was very high.
Alemania es uno de los países más bonitos de Europa.,Germany is one of Europe's most beautiful countries.
Tom trataba a Mary como a una más de la familia.,Tom treated Mary as one of the family.
El entrenador me sugirió que fuese con él al aeropuerto.,The manager suggested that I go with him to the airport.
Se lo bebió de un trago.,He drank it in one gulp.
Me gusta cuando nieva.,I like it when it's snowing.
Se pusieron los cimientos de la casa.,They laid the foundation of the house.
"A juzgar por la apariencia del cielo, vamos a tener buen clima.","Judging from how the sky looks, we'll be having fine weather."
Tom quiere abrazar a Mary.,Tom wants to hug Mary.
En Venecia siempre hay muchos turistas.,"In Venice, there are always lots of tourists."
Llámame uno de estos días.,Call me one of these days.
Tom no pudo encontrar a nadie con quien hablar.,Tom couldn't find anyone to talk to.
No tienes que comer si no quieres.,You don't have to eat if you don't want to.
Esta palabra viene del latín.,This word comes from Latin.
Juego al tenis.,I play tennis.
Tom no quiere ir.,Tom doesn't want to go.
No es tan fácil.,It's not that easy.
Huyó al ver al policía.,"When he saw the policeman, he ran away."
"Vamos Tom, piénsalo.","Come on, Tom, think about it."
Fracasó al intentar hacer lo que dijo que haría.,He failed to do what he said he would do.
Dos chicos salieron corriendo de la sala.,Two boys came running out of the room.
Ella le golpeó una y otra vez.,She hit him again and again.
"El hotel era caro, pero la tarifa diaria incluía desayuno.","The hotel was expensive, but the daily rate included breakfast."
Solo quiero que sepas que no te decepcionaré.,I just want to let you know that I won't let you down.
Soy el vecino de Tom.,I'm Tom's neighbor.
¿Puedo pedir que no se me interrumpa mientras hablo?,Can I ask that you don't interrupt me when I'm talking?
Mary tiene un piercing en la lengua.,Mary has a pierced tongue.
La exhibición ya está abierta.,The exhibition is already open.
¿Tiene alguna habitación más barata?,Do you have any cheaper rooms?
Tom sabe el secreto.,Tom knows the secret.
Él va a comprar una bicicleta nueva.,He is going to buy a new bicycle.
No es fácil atrapar a una liebre solo con las manos.,It is not easy to catch a hare with your bare hands.
No quiero problemas.,I don't want trouble.
Este es mi asiento.,This is my seat.
Ese secreto no se puede esconder para siempre.,That secret can't be kept forever.
Cambiemos a francés.,Let's switch to French.
Estoy muy cansado.,I'm so tired.
¿Por qué no nos habías dicho que ayer era tu cumpleaños?,Why didn't you tell us that yesterday was your birthday?
"La mujer se probó un sombrero detrás de otro, luego se marchó de la sombrerería.","The woman tried on one hat after another, then left the hat shop."
Mi vista ha ido empeorando estos días.,My vision is getting worse these days.
Hay leche en el refrigerador.,There's some milk in the fridge.
La culpa es mía.,I'm to blame.
Hay un chico cerca de la puerta.,There is a boy near the door.
¿Dices que no quieres ayudarnos a pintar el techo?,Are you saying you don't want to help us paint the ceiling?
¿Es este un periódico o una revista?,Is this a newspaper or a magazine?
"Por favor, mueve esta piedra de aquí a allí.",Please move this stone from here to there.
Hoy es cinco de marzo.,Today is March 5th.
Nosotros nos encargaremos de esto por usted.,We will take care of this for you.
Eso no tiene sentido en lo absoluto.,That makes no sense at all.
Vivo en una casa vieja.,I live in an old house.
La clase ya había terminado cuando llegué a la escuela.,"By the time I got to school, class was already over."
Tom es el actor más guapo del mundo.,Tom is the most handsome actor in the world.
Llevábamos un mapa en caso de que nos perdiéramos.,We carried a map with us in case we should lose our way.
No estoy durmiendo mucho.,I haven't been getting much sleep.
No entiendo por qué lo quiere usted.,I don't understand why you want it.
Ella hizo una pregunta muy buena.,She asked a very good question.
Esta pregunta es demasiado difícil para mí.,This question is too difficult for me.
Tienes que cocinarlos aparte.,You have to cook them separately.
Tomás abrió la ventana.,Tom opened the window.
No recuerdo qué he de hacer.,I don't remember what I need to do.
¿Cuántas veces tendré que decir que el dinero no trae la felicidad?,How many times will I have to say that money doesn't bring happiness?
Nunca he probado la comida china.,I've never tried Chinese food.
¿Acaso tienes idea de lo estúpido que te hace ver esto?,Do you have any idea how stupid this makes you look?
Tom tiene buena memoria.,Tom has a good memory.
Necesito más que eso.,I need more than that.
No puedo decirle dónde vive Tom.,I can't tell you where Tom lives.
No fue mi intención herir tus sentimientos.,It was not my intention to hurt your feelings.
No hay manera de que Tom pudiera haber robado el dinero sin ser visto.,There's no way that Tom could have stolen the money without being seen.
Estoy en problemas.,I am in trouble.
Tom no cree que Mary haya hecho toda la tarea ella sola.,Tom doesn't think that Mary did all her homework by herself.
Tom debería ser capaz de completar el trabajo rápido.,Tom should be able to complete the job quickly.
¿Qué le pasa a tu ordenador?,What's the problem with your computer?
Quiero que te mueras.,I want you to die.
¿Dónde aparcaron ustedes el coche?,Where did you park your car?
"Antes de salir de la cama, dedico un momento a pensar sobre lo que haré durante el resto del día.","Before I get out of bed, I spend a little time thinking about what I'll be doing the rest of the day."
No dejes salir al gato.,Don't let the cat out.
Tom nos ayuda.,Tom helps us.
Tom no le haría eso a Mary.,Tom wouldn't do that to Mary.
¿Tú has escrito un libro?,Have you written a book?
Me dijeron que aguardara un momento.,I was told to wait for a while.
Necesito dinero en efectivo.,I need cash.
¿Han llegado a algún acuerdo?,Have they reached an agreement?
Tengo el triple de dinero que tú.,I have three times as much money as you.
¿Qué estás haciendo en mi casa?,What're you doing in my house?
Era una carga para sus padres.,He was a burden to his parents.
"Date un baño, por favor.",Please take a bath.
Este próximo lunes Tom se alojará en el hotel Hilton.,Tom will be staying at the Hilton Hotel next Monday.
Tom terminó en segundo lugar.,Tom ended in second place.
¿Os molesta que fume?,Does my smoking bother you?
Ella vivió allí muchos años.,She lived there for many years.
Esta noche vamos al cine.,We're going to the movies tonight.
Es imposible quitar la nieve en todas las carreteras.,It isn't possible to clear the snow from every road.
Tom me cerró la puerta en las narices.,Tom slammed the door in my face.
La llave se deja en recepción.,Leave the key at the front desk.
El esclavo intentó huir.,The slave tried to escape.
Quizá deberías llevarte los niños a algún sitio.,Maybe you should take the children somewhere.
Tom y Mary no se hablan.,Tom and Mary aren't speaking to each other.
"Como vivo en un pueblo aislado, rara vez tengo visita.","Living as I do in a remote village, I seldom have visitors."
¿He cambiado tanto?,Have I changed that much?
Liberaron al prisionero.,They freed the prisoner.
Eres muy divertido.,You're very funny.
No me importa en absoluto.,I don't mind it at all.
Tengo mucho talento.,I have many abilities.
Él es el mejor jugador de nuestro equipo.,He is the best player on our team.
Esta mañana me he levantado muy tarde.,I got up very late this morning.
"No tengo nada que ver con el accidente, y no sé nada.","I have nothing to do with the accident, and I know nothing."
"Actuando bajo el consejo de sus astrónomos, Alejandro Magno decidió no atacar Egipto, y en su lugar fue a India.","Acting on advice from his astronomers, Alexander the Great decided not to attack Egypt and went to India instead."
¿Por qué me lastimarías?,Why would you hurt me?
Tom dijo que necesitaba contactar con Mary.,Tom said he needed to get in touch with Mary.
El Sahara es el mayor desierto del mundo.,The Sahara is the largest desert in the world.
¿Cómo lo hacéis?,How do you do this?
La verdad es que no me gusta estar aquí.,I don't really enjoy being here.
Solo eres un niño.,You're just a boy.
Partieron de Japón al día siguiente.,They were leaving Japan the next day.
Los trabajadores luchaban mientras las fábricas cerraban.,Workers struggled as factories closed.
Va a contarme su historia.,He is going to tell me his story.
Cuando tenía diez años pensaba que mi vida sería buena onda cuando tuviera dieciséis años.,"When I was 10 years old, I thought that when I would be 16, my life would be cool."
Tom habló con Mary por el teléfono.,Tom talked to Mary on the telephone.
El ascensor no funciona.,The elevator isn't running.
El enemigo bombardeó la fábrica.,The enemy dropped bombs on the factory.
¿Acepta tarjeta de crédito?,Do you accept credit cards?
Tengo un hermano llamado Tom.,I have a brother named Tom.
Yo le temo a la oscuridad.,I have a fear of the dark.
Probablemente ya no tengamos que ir a Boston.,We probably won't have to go to Boston anymore.
¿Querés salir conmigo esta noche?,Would you like to go out with me tonight?
No estás sola.,You're not alone.
Las eléctricas intentan reducir su dependencia del carbón.,Electric power companies are seeking to reduce their use of coal.
No los quiero.,I don't want them.
Juguemos algunos videojuegos para matar tiempo.,Let's play some video games to kill time.
"Luego de un cierto punto, todo se volvió un poco más difícil.","After a certain point, everything became a little more difficult."
Tom fastidió el trabajo.,Tom botched the job.
¿Qué fue ese sonido?,What was that sound?
Mi hermano menor mira la televisión.,My younger brother watches TV.
No puedo decirte cómo hacer eso.,I can't tell you how to do that.
¿Nos ayudarás ahora?,Will you help us now?
¿Te sientes sola?,Are you lonely?
Yo nunca respondo e-mails de personas que no conozco.,I never answer email messages from people I don't know.
Ellos saben lo que hicimos.,They know what we did.
Creo que es posible.,I think it's possible.
Te aseguro que este es el auténtico.,I assure you this is the real thing.
Deberíamos leer al menos un libro al mes.,We should read at least one book a month.
Llámame si encuentras algo.,Call me if you find something.
Voy a estudiar mucho.,I'll study a lot.
Todo es negociable.,Everything is negotiable.
¿No añora aquello?,Don't you miss that?
Me escribo con una persona de Australia.,I have a pen pal in Australia.
Tom solía jugar al golf.,Tom used to play golf.
Dice que lo disfrutó mucho.,He says that he enjoyed it very much.
Siempre repites lo mismo.,You always repeat the same thing.
Me sentí como un idiota.,I felt like an idiot.
Yo pensé eso al comienzo.,I thought so at first.
Vine aquí cuando era un niño.,I came here when I was a kid.
El niño tiene un reloj en su mano.,The boy has a watch in his hand.
He oído que vendes tu coche. ¿Cuánto pides por él?,I hear you're selling your car. What do you want for it?
Oí cerrarse la puerta.,I heard the door close.
Tom pensó que Mary no querría vivir en Boston.,Tom thought Mary wouldn't want to live in Boston.
Aún estoy tentado a hacerlo.,I'm still tempted to do that.
¿Dónde se pueden comprar libros?,Where can you buy books?
El avión aumentó su velocidad.,The plane increased speed.
Sé lo que Tomás hizo.,I know what Tom did.
Te estamos vigilando.,We're watching you.
Había una vez un rey que tenía tres hijas.,There was once a king who had three daughters.
Tom siempre fue un soñador.,Tom was always a dreamer.
Llueve a principios de otoño.,It rains in early autumn.
He estado pensando en cuando éramos jóvenes.,I've been thinking about when we were young.
Presenta tus argumentos.,Present your argument.
Tienes que irte a casa.,You've got to go home.
Dudo que Tom alguna vez regrese a casa.,I doubt that Tom will ever come back home.
Él va a tener un accidente uno de estos días si sigue manejando así.,He'll have an accident one of these days if he keeps driving like that.
No sé casi nada de eso.,I know almost nothing about it.
Cuando me vaya de vacaciones alquilaré un coche.,"When I go on vacation, I'll rent a car."
Nosotras estamos sintiéndonos seguras.,We're feeling confident.
¿De verdad me amabas?,Did you really love me?
María es alta.,Mary is tall.
Nunca dije que fuéramos canadienses.,We never said that we were Canadians.
Vi a un chico cruzando la calle.,I saw a boy crossing the street.
Este sombrero es tuyo.,This hat is yours.
Siguió escribiendo historias sobre animales.,He kept on writing stories about animals.
¿Qué haces normalmente el día de Navidad?,What do you usually do on Christmas Day?
Ciertamente Tom no merecía la pena que obtuvo.,Tom certainly didn't deserve the punishment he received.
Una gran araña estaba tejiendo una tela.,A big spider was spinning a web.
No es tan importante.,It isn't that important.
Tom era el compañero de cuarto de John.,Tom was John's roommate.
Estados Unidos estuvo en guerra en 1864.,America was at war in 1864.
¿Cómo llego a la librería?,How do I get to the bookstore?
¿Podría decir lo que él dijo?,Could you tell what he said?
Tom es un fracaso como padre.,Tom is a failure as a father.
Él estaba extasiado de averiguar que su hijo había triunfado.,He was overjoyed to find out that his son had succeeded.
Tom es un niño sensible.,Tom is a sensitive child.
El libro está polvoriento.,The book is dusty.
Vale la pena ver esta película.,This movie is worth seeing.
Él tiene una buena chance de ser elegido.,He has a good chance of being chosen.
Me van a echar del país.,They're going to throw me out of the country.
No tengo ni idea de cómo funciona.,I've got no idea how it works.
El puente se derrumbó.,The bridge collapsed.
Aquel hombre es un egoísta en todos los aspectos.,That man is an egotist through and through.
No se acerque al perro.,Don't approach the dog.
¿Quieres que yo haga ese trabajo?,Would you like me to do that work?
El gato parece muy feliz.,The cat seems extremely happy.
¿Tom se lleva bien con Mary?,Does Tom get along with Mary?
"""¿Crees que vendrá?"" ""Espero que no.""","""Do you think he will come?"" ""I hope not."""
Gracias por rescatarme.,Thanks for rescuing me.
Todos los chicos aquí tienen novia.,Every boy here has a girlfriend.
Recuerdo haber devuelto el libro a la biblioteca.,I remember returning the book to the library.
Yo tenía razón.,I was right.
Ahora tiene sentido.,It makes sense now.
Alguien debía hacer algo.,Somebody had to do something.
No estaba muy nervioso.,I wasn't very nervous.
¿En su país se come arroz?,Is rice eaten in your country?
"¿Puedes limitarte a responder a la pregunta, por favor? No tenemos todo el día.",Could you just please answer the question? We don't have all day.
Tom le dijo a Mary la verdad.,Tom told Mary the truth.
¿Quieren almorzar con nosotros?,Would you like to eat lunch together?
No creo que la tecnología nos proporcione todo lo que necesitamos.,I don't think that technology provides us with everything we need.
Él no puede venir con nosotros.,He can't come with us.
¿Quién de vosotros dos viene conmigo?,Which one of you two are coming with me?
Tomás quitó el dedo del gatillo.,Tom took his finger off the trigger.
Puedo leer en francés.,I'm able to read French.
Abre la puerta.,Just open the door.
La vida es hermosa.,Life is beautiful.
Siempre he querido viajar por Europa.,I've always wanted to travel through Europe.
La mayoría de las personas saben que el agua de mar es imbebible.,Most people know sea water is undrinkable.
¿Dónde hay un teléfono público?,Where is a public telephone?
Supongo que esperé demasiado tiempo.,I guess I waited too long.
Me quedo con usted.,I'll stay with you.
"Pase lo que pase, tenés que mantener la calma.","Whatever happens, you must keep calm."
¿Por qué siempre llegas tarde al colegio?,Why is it that you're always late for school?
Él fue promovido al puesto de director.,He was promoted to the position of head teacher.
"Abre la boca, por favor.","Open your mouth, please."
Ni siquiera estoy seguro de si eso ayudaría o no.,I'm not even sure if that would help or not.
¿Oíste acerca del incendio de ayer?,Did you hear about the fire yesterday?
¿Cuántos coches patrulla ven?,How many patrol cars do you see?
¿Te gustaría un plátano?,Would you like a banana?
Sugerí que debíamos quedarnos allí otro día más.,I suggested that we should stay there another day.
"Si no hubiera sido por tu ayuda, de seguro habría fracasado.","If it had not been for your help, I would certainly have failed."
Él viajó alrededor del mundo.,He traveled around the world.
¿Quién dijo que íbamos a morir?,Who said we were going to die?
¿Es esto un engaño?,Is this a hoax?
"Eres alto, pero él es todavía más alto.","You are tall, but he is still taller."
Tom dejó la ventana abierta.,Tom left the window open.
Quiero verte en tu oficina en media hora.,I want to see you in your office in half an hour.
"Tan pronto como sintió su casa sacudirse, salió de una carrera al jardín.","As soon as he felt his house shake, he rushed out into the garden."
Tom fue a la feria estatal.,Tom went to the state fair.
Me considero afortunado por estar vivo.,I feel lucky to be alive.
Corrí tanto como pude pero no llegué a tiempo al último tren.,"I ran as fast as possible, but I wasn't in time for the last train."
Tom y Mary siguieron como amigos.,Tom and Mary remained friends.
Tom pasa demasiado tiempo en línea.,Tom spends too much time online.
Ella es experta en matemáticas.,She is an expert in mathematics.
Parecen estar bien.,They seem fine.
Este es un libro antiguo.,This book is old.
"Aún cuando Tom trató de explicárselo a Mary, ella aún no lo podía entender.","Even though Tom tried to explain it to Mary, she still couldn't understand."
Ese es el dibujo de Tom.,That's Tom's drawing.
No me gustas.,I don't like you.
Hablamos de música.,We talked about music.
¿Puedes pedir uno para mí?,Can you order one for me?
¿Podrías enviarlo por correo electrónico?,Could you send it by email?
No hay casas por aquí.,There are no houses around here.
No te he preguntado.,I didn't ask you.
Yo necesitaba ayuda.,I needed help.
"Hoy hemos ganado, así que nuestra racha de derrotas se acabó.","We won today, so our losing streak is over."
¿Creen ustedes que podrán aguantar toda la película sin dormirse?,Do you think you can make it through this movie without falling asleep?
Ese suéter amarillo cuesta el doble que este suéter azul.,That yellow sweater costs twice as much as this blue one.
Esto se ajusta bastante.,That's pretty much it.
El doctor le dijo a Tom que redujera el consumo de carne roja.,The doctor told Tom to reduce his red meat consumption.
¿Prefiere un asiento de ventanilla o de pasillo?,Would you prefer a window or an aisle seat?
"Intenté mantener una relación amistosa con Tom, pero fue imposible.","I tried to stay on friendly terms with Tom, but it was impossible."
Los niños juegan con juguetes.,Children play with toys.
La capital de Reino Unido es Londres.,The capital of the United Kingdom is London.
Tom tuvo que hacer un desvío.,Tom had to take a detour.
"Sigues enamorada de Tom, ¿verdad?","You're still in love with Tom, aren't you?"
Él trabaja en una fábrica.,He works in a factory.
No se debe confundir soledad con aislamiento. Son dos cosas separadas.,We shouldn't confuse solitude with isolation. They are two separate things.
No fue un sueño.,It wasn't a dream.
¿Puedo ver alguna identificación?,Can I see some ID?
Conseguí un pase de temporada para todos los partidos en casa.,I got a season's pass to all the home games.
Mary tenía que ir a la escuela.,Mary had to go to school.
Abre tu mano y enséñame lo que tienes.,Open your hand and show me what you have.
Suelo oírla tocar el piano.,I often hear her play the piano.
Su actuación fue asombrosa.,His performance was amazing.
Tomás hará que María haga eso.,Tom will make Mary do that.
Es difícil llevarse bien con Tom.,Tom is hard to get along with.
Una mina es donde encuentras piedras preciosas.,A mine is where you find precious minerals.
Ahora tengo que colgar. Alguien está esperando para usar el teléfono.,I've got to hang up now. Someone is waiting to use the phone.
Tomamos toda la noche.,We drank all night.
"A decir verdad, ella es mi hermana.","To tell the truth, she is my sister."
Vete a hacer algo.,Go do something.
No estoy nada cansada.,I'm not a bit tired.
Tom no habla nunca acerca de sus hijos.,Tom never talks about his kids.
Tom tiene pelo castaño ondulado y ojos azules.,Tom has wavy brown hair and blue eyes.
La huida es imposible.,Escape is impossible.
Ese libro se vende bien.,This book sells well.
Quiero que despidan a Tom.,I want Tom fired.
¿Aceptarás el trabajo?,Will you take on the job?
El marcador final fue de dos a cero.,The final score was two to nothing.
No puedo seguir así.,I can't go on like this.
Me pregunto si Tom sabe tocar la flauta.,I wonder whether Tom knows how to play the flute.
El hombre le vendió su alma al demonio.,The man sold his soul to the devil.
Tom realmente habla mucho.,Tom really does talk a lot.
¿Por qué no discutimos esto más tarde?,Why don't we discuss this later?
Él no sabe cantar bien.,He cannot sing well.
Debo de haberme expresado mal.,I must have expressed myself badly.
Pues yo también tengo sueño.,"I'm kind of sleepy, too."
¿Conoces a ese hombre?,Do you know that man?
Considero a Tom uno de mis amigos más íntimos.,I consider Tom one of my closest friends.
Aquí hay muchos juguetes.,There are a lot of toys here.
Se acercó un anciano.,An old man came along.
Tom me dejó.,Tom left me.
Sólo compraré el coche si arreglan antes los frenos.,I will only buy the car if they repair the brakes first.
Preferiría que no le hubieras dicho la verdad.,I would rather you hadn't told him the truth.
"Si quiere hacerlo, entonces hágalo.","If you want to do that, then do it."
"En realidad, nunca creí que Tom fuera canadiense.",I never actually believed Tom was a Canadian.
Pensé que Tom estuvo extraordinario.,I thought Tom was outstanding.
Tu deseo se hará realidad en el futuro próximo.,Your wish will come true in the near future.
"Por favor, pásame la sal.",Please pass me the salt.
Yo sé lo que me pasa.,I know what's wrong with me.
No tienes idea de quién soy.,You have no idea who I am.
¿Ese banco está lejos de aquí?,Is the bank far from here?
No voy a salir hasta que pare de llover.,I won't go out until it stops raining.
Deseó que su madre no estuviera enfadada con ella.,She wished her mother would not be mad at her.
"Quisiera vuestra atención, por favor.","I'd like your attention, please."
Me gusta la playa.,I like the beach.
Ellas están de vuelta.,They're coming back.
Dime a quién le diste tu vieja caja de herramientas.,Tell me who you gave your old toolbox to.
Estaba en el cine.,I was at a movie theater.
Ocurrió a las once y cuarto.,It happened at a quarter past eleven.
Tom tradujo el documento al francés.,Tom translated the document into French.
¿Qué hay en esta caja?,What's in this box?
Aléjate de allí.,Get away from there.
Llovió todo el día.,It rained all day long.
Él es mi hermano.,He's my brother.
Mary quería averiguar quién le había enviado flores.,Mary wanted to find out who sent her flowers.
Pensé que no sabías cómo hacerlo.,I thought you didn't to know how to do that.
Esta mañana me levanté a las seis.,I got up at six this morning.
Esta es la razón por la que lo hizo.,This is the reason why he did it.
Tom no quería decirle a Mary las tristes noticias.,Tom didn't want to tell Mary the sad news.
Espero que te guste la comida picante.,I hope you like spicy food.
El trabajo de Tom es vender autos usados.,Tom's work is selling second-hand cars.
"No sé quién es el responsable, pero prometo que voy a descubrirlo.","I don't know who's responsible, but I promise I'll find out."
"No recuerdo bien, pero supongo que fue el viernes pasado.","I don't remember exactly, but I suppose it was Friday last week."
Es un paso en la dirección correcta.,It is a step in the right direction.
Tenés que elegir entre el honor y la muerte.,You have to choose between honor and death.
Éste es el mejor restaurante que conozco.,This is the best restaurant that I know.
Las siguientes imágenes no son aptas para cardíacos.,The following images are not for the faint of heart.
Aquél al que sólo se le ocurra una forma de escribir una palabra obviamente no tiene imaginación.,Anyone who can only think of one way to spell a word obviously lacks imagination.
Estamos listos para meter el bote al agua.,We're ready to put the boat in the water.
Él es muy comprensivo.,He's very understanding.
Nada es irrompible.,Nothing is unbreakable.
No te atrevas a hacer eso de nuevo.,Don't you dare do that again.
¿A cuánta gente conoce bien?,How many people do you know well?
Usted puede ponerla ahí.,You can put it there.
El pájaro está muerto.,The bird is dead.
No llames a la policía.,Don't call the cops.
Era un examen tan difícil que no tuvimos tiempo de terminarlo.,It was such a hard test that we did not have time to finish.
Tom está al tanto del peligro.,Tom is aware of the danger.
Ella me contó lo que había visto en Australia.,She told me about what she saw in Australia.
Eres tan impaciente conmigo.,You're so impatient with me.
El amor y el odio son sentimientos opuestos.,Love and hate are opposite emotions.
Nadie apoyó su proposición.,No one supported his motion.
Mi casa tiene dos dormitorios.,My house has two bedrooms.
Arrestaron a Tom.,They arrested Tom.
Deja de fingir que no conoces la respuesta.,Stop pretending you don't know the answer.
¿Sabes si tiene novia?,Do you know if he has a girlfriend?
Ella se paró tan cerca de él como pudo.,She stood as close to him as she could.
Era casi mediodía.,It was nearly noon.
Tom apenas podía caminar.,Tom could hardly walk.
¿Lo has intentado antes?,Have you tried it before?
No puedo decir.,I can't say.
La estación espacial internacional es una gran hazaña de la ingeniería.,The international space station is an amazing feat of engineering.
Tom necesita renovar su pasaporte antes del quince del próximo mes.,Tom needs to renew his passport before the fifteenth of next month.
"Los niños necesitan muchas cosas, pero antes que todo, ellos necesitan amor.","Children need many things, but above all they need love."
Dame tu dinero o te daré una paliza.,Give me your money or else I'll beat you up.
Él estaba ocupado cuando le llamé.,He was busy when I called him up.
No estoy aquí para ponerte entre rejas.,I'm not here to arrest you.
Mi padre tiene una corbata azul y gris.,My father has a blue and gray tie.
Tanto a mi padre como a mi hermano mayor les gustan las apuestas.,Both my father and my brother are fond of gambling.
Los trabajólicos consideran a las vacaciones como una pérdida de tiempo.,Workaholics view holidays as a waste of time.
Tom calculó que había dado a Mary sobre 34.000 dólares en los últimos seis meses.,"Tom calculated that he had given Mary over 34,000 dollars in the past six months."
"Cuando vieron a Tom, empezaron a llorar.","When they saw Tom, they started crying."
Estoy indeciso por quien votar.,I'm not sure who to vote for.
Aún puedo recordar la vez que fuimos juntos de picnic.,I can still remember the time when we went on a picnic together.
Tienes algo que es mío.,You have something of mine.
"Mi despertador no sonó esta mañana, por lo que perdí el autobús.","My alarm clock didn't go off this morning, so I missed my bus."
Recuerdo el evento tan claramente como si hubiera sido ayer.,I remember the event as clearly as if it had happened just yesterday.
He construido una casa nueva.,I built a new house.
Tom comenzó a enojarse un poco.,Tom started to get a little angry.
¿No vendrás al concierto conmigo?,Won't you go to the concert with me?
John volvió al trabajo después de estar hospitalizado dos semanas.,John went back to work after a two-week hospital stay.
¿Te esperamos aquí?,Shall we wait for you here?
"No parece muy divertido, ¿verdad?","It doesn't look very fun, does it?"
Nuestros padres están tan orgullosos.,Our parents are so proud.
No deberías hacer su trabajo.,You shouldn't do his work.
Coge lo que necesites.,Take what you need.
Nosotros compramos papel de baño hecho de papel reciclado.,We buy toilet paper made from recycled paper.
Sonrió y dijo adiós.,She smiled and said goodbye.
Hoy no debes salir.,You must not go out today.
¿Sabes de algún apartamento que pueda alquilar en el que se admitan mascotas?,Do you know of an apartment I can rent that allows pets?
Apaga la radio.,Turn off the radio.
La economía progresaba lentamente.,The economy progressed slowly.
La uña del pulgar se me rompió.,I broke my thumbnail.
Dejo la ciudad por un par de días.,I am leaving town for a few days.
Gracias nuevamente por todo.,Thanks again for everything.
Búscalo en tu diccionario.,Look it up in your dictionary.
Estoy seguro de que ella aparecerá pronto.,I'm sure she will turn up soon.
Le enseñaremos cómo leer y escribir.,We will teach him to read and write.
Viajamos en Sudamérica.,We traveled in South America.
La noticia es demasiado buena para ser verdad.,The news is too good to be true.
Hay que ver cuánto efectivo tenemos a la mano.,We have to see how much cash we have on hand.
"Por favor, dime qué piensas de este artículo.",Please tell me what you think about this article.
¿Resultará el experimento?,Will the experiment succeed?
Su talento es asombroso.,Her talent is amazing.
Esta carta llegó mientras estabas fuera.,This letter arrived while you were out.
Trabajo en una escuela de idiomas.,I work at a language school.
No queda ni una gota de agua.,There's not a drop of water left.
Ellas son muy viejas.,They are very old.
Tom es mayor que su esposa.,Tom is older than his wife.
La nueva novia de Tom es bastante atractiva.,Tom's new girlfriend is quite attractive.
Necesito un nuevo armario.,I need a new wardrobe.
El paciente ya está fuera de peligro.,The patient is out of danger now.
¿Significa esto algo para ti?,Does this mean anything to you?
Tom no tiene ticket para el concierto de esta noche.,Tom doesn't have a ticket for tonight's concert.
Tom no le puede dar la espalda a Mary ahora.,Tom can't turn his back on Mary now.
Estamos a tiempo.,We're on time.
¿Estás seguro de que no quieres ir?,Are you sure you don't want to go?
"Lo siento mucho, pero no puedo.","I'm very sorry, but I can't."
"Tom siguió intentando llamar a Mary, pero ella nunca contestó su teléfono.","Tom kept trying to call Mary, but she never answered her phone."
Luces más joven que Tom.,You look younger than Tom.
Lavar el coche llevó más tiempo de lo que esperábamos.,Washing the car took longer than we expected.
Mi profesor me dijo que debería haberle dedicado más tiempo a la preparación de mi discurso.,My teacher told me that I should have spent more time preparing my speech.
Tom les dijo a todos lo que tenía en mente.,Tom told everybody what was on his mind.
Él tiene una boca grande.,He has a big mouth.
"Me perdí, y para colmo empezó a llover.","I got lost, and to make matters worse, it began to rain."
No debería haberte besado.,I shouldn't have kissed you.
El cuarto estaba desprovisto de mobiliario.,The room was devoid of furniture.
"Por cierto, ¿cuál es su dirección?","By the way, what is your address?"
Tom no tiene el valor para pedirle a Mary que le preste su cámara de vídeo.,Tom doesn't have the courage to ask Mary to lend him her video camera.
Él me ayudó a limpiar el desorden.,He helped me clean up the mess.
Hablemos de negocios.,Let's talk shop.
¿Por qué estás trabajando tan tarde?,Why are you working so late?
Él es verdaderamente veloz.,He's really quick.
Nosotros podemos pagar.,We can pay.
¿A qué hora comienza la escuela?,What time does school begin?
Lloro cada vez que escucho esta canción.,I cry every time I listen to this song.
