source,target
"¿Qué hora es, por cierto?","What time is it, anyway?"
No le puedes pagar a alguien para dormir por ti.,You can't pay someone to sleep for you.
¿Puedes explicar eso?,Can you explain that?
¿No quieres venir conmigo?,Don't you want to come along?
Tom y Mary están peleando.,Tom and Mary are fighting.
Este producto no es popular.,This product isn't popular.
Este escritorio es el mío.,This desk is mine.
Él se parece a su madre.,He looks just like his mother.
No quiero ser diferente.,I don't want to be different.
No viniste a las cuatro. Por eso se fueron sin ti.,You didn't come at four. That's why they went without you.
"Por favor, esperá hasta fin de mes.",Please wait until the end of this month.
Harás lo que te digan.,You'll do as you're told.
Tom vio a Mary en la fiesta.,Tom saw Mary at the party.
Salgo a tomar un poco de aire fresco.,I'm going out for a bit of fresh air.
"Vos sos el amigo de Tom, ¿verdad?","You're Tom's friend, aren't you?"
No quiero dejar a Tom esperando.,I don't want to keep Tom waiting.
Estaba acostumbrado al calor.,I was accustomed to heat.
Me arrepentí de hacer eso.,I regretted doing that.
Él solía meditar por la mañana.,He used to meditate in the morning.
Él me explicó la regla.,He explained the rule to me.
"Si no hubiese sido por tu ayuda, habría fracasado.","If it hadn't been for your help, I would've failed."
No me puedo creer que nunca hayas oído hablar de nosotros.,I can't believe you've never heard of us.
¿Por qué no quedamos a las dos y media?,Why don't we meet at 2:30?
Sé cuál será la respuesta.,I know what the answer will be.
Puedes venir siempre que te venga bien.,You can come whenever it's convenient for you.
No es mi primo.,He isn't my cousin.
Quiero mostrarte algo.,I want to show you something.
No podíamos ver la cima de la montaña.,We couldn't see the top of the mountain.
"En 2001, terroristas atacaron el World Trade Center en Nueva York.",Terrorists attacked the World Trade Center in New York City in 2001.
El hombre mayor murió de cáncer.,The old man died of cancer.
La estación estaba desierta.,The station was deserted.
¿Pasas la mayor parte de tu tiempo preocupándote por cosas que no tienen tanta importancia?,Do you spend most of your time worrying about things that don't matter so much?
Debes dar lo mejor.,You must do your best.
¿Ese no es el perro de Tom?,Isn't that Tom's dog?
Tom lo hizo mejor de lo que había esperado.,Tom did better than I expected.
"Desgraciadamente, los suministros de comida se agotaron antes del final del invierno.","Unfortunately, the food supplies gave out before the end of winter."
Él lee el periódico todas las mañanas.,He reads the paper every morning.
Tom es más alto y más fuerte que Mary.,Tom is taller and stronger than Mary.
Nosotros deberíamos estar juntos.,We should be together.
Me quedé dormido leyendo un libro.,"While I was reading, I fell asleep."
La habitación estaba caliente.,The room was warm.
Lo único certero es la incertidumbre.,The only thing that's certain is uncertainty.
Tal vez deberíamos esperar.,Maybe we should wait.
¿Qué ocurriría si la Tierra dejara de girar?,What would happen if the earth stopped spinning?
Tres por cinco son quince.,Three times five is fifteen.
"Tómate tu tiempo para soñar, es el camino a las estrellas.",Take time to dream. That's how you get to the stars.
No entres en mi habitación.,Don't come in my room.
Tom no ve la televisión.,Tom doesn't watch TV.
"¿Crees que puedas hacer eso, Tom?","Do you think you can do that, Tom?"
Estoy pensando en ir al extranjero.,I'm thinking of going abroad.
"¡Rápido, sal de aquí!",Get out of here quickly!
Quiero hablar con vosotros sobre Tom.,I want to talk to you about Tom.
Estamos seguros de que vas a estar bien.,We're sure you'll be fine.
Este ruido es insoportable.,This noise is unbearable.
"Mientras más alto estés, más baja será la temperatura.","The higher you go, the lower the temperature."
La velocidad de un aeroplano es mucho mayor que la de un helicóptero.,The speed of an airplane is much greater than that of a helicopter.
Tomás no llegará aquí hasta las 2:30.,Tom won't get here until 2:30.
Me gustaría oír su opinión.,I would like to hear your opinion.
¿Dónde está Tom cuando le necesitas?,Where's Tom when you need him?
No puedo ver nada desde aquí.,I can't see anything from here.
¿Cuándo fue la última vez que escribiste una carta de amor?,When is the last time you wrote a love letter?
Él respondió que no sabía francés.,He answered that he knew no French.
"Tenemos tamaño extra grande, pero no en ese color.","We have the extra-large size, but not in that color."
Los precios están subiendo.,Prices are rising.
No sé por qué lo quiero tanto.,I don't know why I want it so much.
¿Sabías que pasamos casi un tercio de nuestras vidas durmiendo?,Did you know that we spend nearly a third of our lives asleep?
Estoy harto de conducir.,I'm tired of driving.
La economía del país depende de la agricultura.,The country's economy depends on agriculture.
Tom quería conocerle.,Tom wanted to meet you.
Estaba casi llegando a casa cuando el coche se quedó sin combustible.,I was almost home when the car ran out of gas.
La respuesta de Tom sorprendió a todo el mundo.,Tom's response surprised everybody.
¿Quieres hacerlo de nuevo?,Do you want to do it again?
Tom le pidió a Mary que lo pensara.,Tom asked Mary to think it over.
Tom culpó a Mary por todos sus problemas.,Tom blamed Mary for all his problems.
Ésta es una foto de mi hermana.,This is a picture of my sister.
No te acerques al fuego.,Don't go near the fire.
Tomás se cambió de nombre.,Tom changed his name.
Fui a Boston el mes pasado.,I went to Boston last month.
Tu padre no lo comprará.,Your father won't buy it.
Pueden ponerlo ahí.,You can put it there.
"Por favor, pela las patatas.",Please peel the potatoes.
La película me gustó.,I liked the movie.
Él vive con su madre.,He lives with his mom.
Alguien rompió la ventana.,Someone broke the window.
Dile a Tom que puede localizarme en casa esta noche.,Tell Tom that he can get in touch with me at home this evening.
Ahorrar su dinero para la adquisición de una casa.,They are saving their money for the purchase of a house.
Ella les dio algunas manzanas.,She gave them some apples.
No cocino bien.,I can't cook well.
Los ácidos actúan sobre los metales.,Acids act on metals.
Este problema es muy difícil de resolver para mí.,This problem is too difficult for me to solve.
Tom mira al menos una película al día.,Tom watches at least one movie a day.
"Finalmente, él se dio cuenta de sus errores.","At last, he became aware of his own mistakes."
Voy a ver una película.,I'm going to watch a movie.
Tom salió a pescar poco antes del amanecer.,Tom left to go fishing shortly before dawn.
Has pronunciado mal todas las palabras.,You pronounced all the words wrong.
Límpiate la nariz.,Wipe your nose.
Tom tenía que contestar el teléfono.,Tom had to answer the phone.
Hiciste un mejor examen que yo.,You did better on the exam than I did.
Su madre le regañó por llegar tarde a la cena.,Her mother scolded her for being late for supper.
El hombre se derrumbó sobre el suelo.,The man slumped to the floor.
Puedo explicarlo todo.,I can explain everything.
Los sueños de Tom se hicieron realidad.,Tom's dreams came true.
¿Aún puedes recordar eso?,Can you still remember that?
Esta rosa es bonita.,This rose is beautiful.
¿Puedo hablar con el profesor?,Can I speak with the teacher?
"Hoy en día, Tom no toca piano.",Tom doesn't play the piano nowadays.
Nuestro destino está en tus manos.,Our fate is in your hands.
Eso depende de vosotros.,That depends on you.
Tom cortó la lechuga.,Tom shredded the lettuce.
Tom le estaba hablando a Mary con una sonrisa en su cara.,Tom was talking to Mary with a smile on his face.
Puedo responder a su pregunta.,I can respond to his question.
Ellos necesitan amigos.,They need friends.
Él memorizó ese poema cuando tenía cinco años.,He memorized that poem when he was five years old.
No me puedo creer que te besara.,I can't believe he kissed you.
Tampoco soy canadiense.,I'm not even Canadian.
Llegó a la casa exactamente a las diez.,He came home exactly at ten.
Este lugar tiene una atmósfera misteriosa.,This place has a mysterious atmosphere.
"Nunca te rindes, ¿verdad?","You never give up, do you?"
En ese momento me di cuenta de que se me había quedado la billetera en la casa.,"At that moment, I realized I'd forgotten my wallet at home."
¿Has besado a alguien en público alguna vez?,Have you ever kissed someone in public?
Solo déjame solo.,Just leave me alone.
Trabajo todos los días menos los domingos.,I work every day but Sunday.
El autobús se detuvo de repente en medio de la carretera.,The bus stopped suddenly in the middle of the street.
Pensé exactamente lo mismo.,I thought the same exact thing.
Sé que he visto tu cara antes en algún lado.,I know I've seen your face somewhere before.
El problema es que tú no eres canadiense.,The problem is you're not Canadian.
Tom todavía quiere a Mary.,Tom still wants Mary.
El que lo tiene todo puede perderlo todo.,The one who has everything can lose everything.
A partir de aquí iremos a pie.,"From this point, we'll go on foot."
No somos los malos de la película.,We're not the bad guys.
Me imagino que Tom se quedará sin dinero en algún momento y tendrá que volver a casa.,I imagine that Tom will eventually run out of money and have to go back home.
"Me gusta la carne, pero los huevos no me caen bien.","I like meat, but eggs do not agree with me."
¿Todavía estás tocando la guitarra?,Are you still playing the guitar?
Tom y María no se agradan el uno al otro.,Tom and Mary don't like each other.
No viene ninguno.,No one came.
Aún es demasiado pronto para saberlo.,It's too early to tell yet.
Aún no he desayunado.,I haven't eaten breakfast yet.
Tom quería ayudar a Mary a hacer lo correcto.,Tom wanted to help Mary do the right thing.
Está en la esquina.,It's at the corner.
Yo no sé la razón por la que él fue allí.,I don't know the reason why he went there.
A Tom le dispararon dos veces en el torso.,Tom was shot twice in the chest.
No vuelvas a llegar atrasado al colegio nuevamente.,Never be late for school again.
No te rindas a la presión de los compañeros.,Don't give in to peer pressure.
Japón no es tan grande como Canadá.,Japan is not as big as Canada.
¿Oíste el rugido de los leones?,Did you hear the roar of the lions?
Por aquel entonces vivía solo en la casa.,"In those days, he lived in the house alone."
Ganar no es lo único que importa.,Winning isn't the only thing that matters.
Tom compartió su cubeta de palomitas con Mary.,Tom shared his bucket of popcorn with Mary.
"Mira, estoy terriblemente ocupado.","Look, I'm extremely busy."
¿Por qué tendría que hablar con Tom?,Why do I have to talk to Tom?
"La Navidad será pronto, ¿no es así?","Christmas is soon, isn't it?"
¿Es usted el jefe?,Are you the boss?
Ellos declararon sus objeciones.,They stated their objections.
Lo esconderé en cualquier lugar.,I'll hide it somewhere.
Tom es más alto que tú.,Tom is taller than you.
Se sienta en esta silla cuando ve la televisión.,He sits in this chair when he watches television.
Hasta ayer no recibimos tu carta.,We didn't get your letter until yesterday.
Deberías irte a casa a descansar.,You should go home and rest.
Necesitaré que alguien me ayude.,I'll need someone to help me.
El niño tiró una piedra.,The boy threw a stone.
Ahora quédate quieto.,Now stand still.
Es difícil entender sus ideas.,It's difficult to understand his ideas.
¿Sabes dónde puedo coger un taxi?,Do you know where I can get a taxi?
Paso todo el tiempo pensando en él.,I think about him all the time.
Administraba los intereses de su amigo.,He administered his friend's affairs.
Pensé que dijiste que tenías un perro.,I thought that you said that you had a dog.
Tom dejó en la casa a su esposa con el niño.,Tom left his wife at home with the children.
"No lo has tocado, ¿no?","You didn't touch it, did you?"
Creo que es verdad.,I believe it to be true.
Ella se fue adentro.,She went inside.
Ella explicó las reglas en detalles.,She explained the rules in detail.
Ella tiene mucho respeto por su profesor.,She has a lot of respect for her teacher.
Estoy aburrido de Boston.,I'm bored with Boston.
¿Alguien más quiere comer?,Is there anyone else who wants to eat?
Ayer oí una hermosa canción.,I heard a beautiful song yesterday.
Dígale que yo voy a pelar las patatas.,Tell her that I am peeling the potatoes.
Consideramos la situación como seria.,We regard the situation as serious.
¿Qué quieres hacer ahora?,What do you want to do now?
Tom es muy organizado.,Tom is very organized.
Es muy difícil entenderle.,It's very difficult to understand her.
"Retírese de ahí, está usted impidiendo el paso.",Step aside. You're blocking the way.
"Si yo fuera tú, me iría directo a casa.","If I were you, I'd go home right away."
Les gritó a los niños que se callasen.,She yelled at the children to be quiet.
Deberían despedirlas a todas.,They should all be fired.
No tienes que hablar de eso si no quieres.,You don't have to talk about it if you don't want to.
Tom alzó sus manos.,Tom raised his hands.
No me estás escuchando.,You're not listening to me.
No pude evitar sonreír ante su franqueza infantil.,I couldn't help smiling at her childlike frankness.
El objetivo de Tom es ser profesor.,Tom's goal is to become a teacher.
Él no dudó en decir a su mujer la verdad.,He didn't hesitate to tell his wife the truth.
Yo intentaba perder tiempo.,I was trying to kill time.
Tom perdió todo lo que tenía.,Tom lost everything he had.
Yo era inquieto.,I was restless.
Tom se puso los lentes y abrió el libro.,Tom put on his glasses and opened the book.
Mucha gente lo hace.,Many people do this.
¿Te gusta el deporte?,Do you like sports?
Solo necesito saber quién es Tom.,I just need to know who Tom is.
"Tom no dejó de fumar, así que Mary salió de la pieza.","Tom didn't stop smoking, so Mary left the room."
No desperdicies mi tiempo.,Don't waste my time.
Cuenta la leyenda que él fue abandonado en el bosque.,The legend says he was abandoned in the woods.
No puedo ver a Tom pero a ti sí.,"I can't see Tom, but I can see you."
¿Has intentado autolesionarte alguna vez?,Have you ever attempted to harm yourself?
Él descubrió que había cometido un error.,He discovered that he had made a mistake.
Aquí no hay cerveza.,There's no beer here.
Ella sí que se ve hermosa en un kimono japonés.,She certainly looks beautiful in a Japanese kimono.
Todos los días camino por el bosque.,I walk in the forest every day.
Los electrones tienen carga eléctrica negativa.,Electrons have a negative electric charge.
Él está orgulloso de que su padre fuera un científico famoso.,He is proud that his father was a famous scientist.
Ser siempre honesto no es algo sencillo.,Always being honest is no easy thing.
No veo el coche de Tom.,I don't see Tom's car.
Los centros comerciales son populares entre los adolescentes.,Shopping malls are popular among teenagers.
Esto es tan raro.,This is so weird.
"Los escarabajos, las mariposas y las cucarachas son insectos.","Beetles, butterflies and cockroaches are insects."
Esta noche quiero salir a comer.,I want to eat out tonight.
No estoy satisfecho con mi dominio del inglés.,I'm not satisfied with my English ability.
Yo pensé que vi a alguien allí.,I thought I saw someone there.
Tom pateó a Mary en el estómago.,Tom kicked Mary in the stomach.
Yo tenía mucha sed y quería beber algo frío.,I was very thirsty and I wanted to drink something cold.
He sufrido demasiadas decepciones.,I've been disappointed too many times.
Tom quiere graduarse de la universidad antes de cumplir los 24 años.,Tom wants to graduate from college before he turns 24 years old.
Él es famoso en todo el mundo.,He's famous around the world.
Tom vino tarde y se fue pronto.,Tom came late and left early.
Estoy harto de todo.,I'm fed up with everything.
Él es el más pesado de todos nosotros.,He is the heaviest of us all.
Ellos se regalan obsequios el uno al otro.,They give presents to one another.
El colegio empieza a las 8 y media.,School begins at 8:30 a.m.
Sabía que me querías.,I knew you wanted me.
El jardinero plantó un rosal en medio del jardín.,The gardener planted a rose tree in the middle of the garden.
Me encantan las bromas acerca de animales.,I love jokes about animals.
Él me notificó del cambio en los planes.,He informed me about the changes in the plan.
Parece que cometí algunos errores.,I apparently made a few mistakes.
He estado esperando que llegara este día.,I've been waiting for this day to come.
La reunión terminó a las 4:00 p.m.,The meeting ended at 4:00 p.m.
Hoy hace calor.,It's warm today.
Tom sabe lo que hice.,Tom knows what I did.
No era mi intención.,It wasn't my intention.
Me gustaría saber su nombre.,I would like to know her name.
¿Cuántos ordenadores has tenido hasta ahora?,How many computers have you had so far?
La enfermedad le hizo dejar los estudios.,Illness made him give up his studies.
Bebí de tu vaso por error.,I drank out of your glass by mistake.
No eres lo suficientemente mayor para beber.,You're not old enough to drink.
"Se desmayó de hambre y fatiga, pero volvió en si un rato después.","He fainted with hunger and fatigue, but came to after a while."
Sos la única persona que conozco aquí en Boston.,You're the only person I know here in Boston.
Los niños están en la escuela.,The kids are at school.
"Intentó consolarla, pero ella no paraba de llorar.","He tried to comfort her, but she kept crying."
Algún día deberías darle una oportunidad.,Someday you should give it a try.
Oí que un campista sudamericano fue devorado por una anaconda.,I heard that a South American camper was eaten by an anaconda.
Mary nos ayudará mañana.,Mary is going to help us tomorrow.
Todos los niños son de la misma edad.,All the boys are the same age.
Guardé mis bolígrafos en el cajón.,I put my pens in the drawer.
Lo pilló haciendo trampa en una prueba.,She caught him cheating on a test.
Tom prometió a Mary que no se lo diría a John.,Tom promised Mary he wouldn't tell John.
Que no se te olvide apagar la luz antes de irte a acostar.,Do not forget to turn the light off before you go to bed.
"En cuanto entré a clase, los estudiantes empezaron a hacerme preguntas.","As soon as I entered the class, the students started asking questions."
Una cucharada de azúcar ayuda a bajar la medicina.,A spoonful of sugar helps the medicine go down.
¿Cuándo estarás listo para salir?,When will you be ready to go?
La guerra prácticamente ha acabado.,The war is essentially over.
Tom quiere un sándwich.,Tom wants a sandwich.
La hice enfadar.,I made her angry.
Tom dijo que no quería viajar con Mary.,Tom said he didn't want to travel with Mary.
¿De qué color era la flema que expulsaste?,What color was the phlegm that you coughed up?
Deberías estar alerta cuando haces negocios con desconocidos.,You should be on your guard when doing business with strangers.
Tom trata a sus empleados con generosidad.,Tom treats his employees generously.
Es fácil comprender el porqué.,It's easy to understand why.
Tomémonoslo con calma hoy en la playa.,Let's take it easy at the beach today.
Hablo solo un poco de francés.,I only speak a little French.
Las paredes soportaban todo el peso del techo.,The walls supported the entire weight of the roof.
La falta de compasión de Tom sorprendió a Mary.,Tom's lack of compassion surprised Mary.
"Tom nunca quiso rendirse, pero él no tuvo alternativa.","Tom never wanted to give up, but he had no choice."
Como un montón de arroz.,I eat a lot of rice.
Hay que proteger a los animales.,We have to protect the animals.
Durante un momento Tom estuvo demasiado sorprendido para hablar.,"For a moment, Tom was too surprised to speak."
¿Por qué estoy todavía aquí?,Why am I still here?
Cenemos juntos esta noche.,Let's eat together tonight.
Tom probablemente sepa la respuesta.,Tom probably knows the answer.
Tom y Mary están jugando Mahjong.,Tom and Mary are playing mahjong.
Yo era joven e ingenuo en esa época.,I was young and naive back then.
Eso sería inadecuado.,That would be unfortunate.
¿Cómo te atreves a reírte de mí?,How dare you laugh at me!
Estoy leyendo la Biblia por primera vez.,I'm reading the Bible for the first time.
Ellos lo espiaron mientras él se bañaba.,They spied on him while he was bathing.
Todavía no ha escrito la carta.,He still has not written the letter.
"Por favor, dejame en paz. Estoy ocupada.",Please leave me alone. I'm busy.
Yo nunca he estado en la casa de mi abuelo.,I've never been to my grandfather's house.
Creo que me voy a tomar unas vacaciones esta semana.,I think I will take a vacation this week.
Yo fui al cine ayer.,Yesterday I went to the movies.
No gano dinero suficiente para comprar pilchas regularmente.,I don't earn enough money to buy clothes regularly.
Supongo que querrás preguntarme con quién estaba anoche.,I suppose you want to ask me who I was with last night.
Si tengo tiempo lo haré.,"If I have time, I'll do it."
El bebé vio mi bolígrafo y se apresuró a por él.,The baby caught sight of my ballpoint pen and reached out for it.
Me caí en un hoyo.,I fell into a hole.
"Tom pasó más de tres horas buscando sus llaves, pero aún no las ha encontrado.","Tom spent more than three hours looking for his keys, but he still didn't find them."
Asegúrate de que la puerta esté cerrada con llave antes de salir.,See to it that the door is locked before you leave.
Esto debería ser bastante simple de entender.,This should be pretty simple to understand.
Mándeme fotos de ustedes.,Send me pictures of yourselves.
Tom y María se enamoraron y decidieron casarse.,Tom and Mary fell in love and decided to get married.
Tom le pegó a Mary con su palo de golf.,Tom hit Mary with his golf club.
Tú eres el propietario.,You're the owner.
Bradley fue un astrónomo inglés.,Bradley was an English astronomer.
¿Alguna vez has visto granizo?,Have you ever seen it hail?
El médico me dice que voy a tener que permanecer una semana en reposo absoluto.,The doctor tells me I'm going to have to remain in bed for a week.
El telescopio más grande del mundo se encuentra en las Islas Canarias.,The world's largest telescope is in the Canary Islands.
Estoy esperando un tren.,I'm waiting for a train.
La industria como la conocemos hoy no existía en aquellos días.,Industry as we know it today didn't exist in those days.
A Tom no le gusta la comida picante.,Tom doesn't like hot food.
"Él no solo me entregó consejo, sino también dinero.","He gave me not just advice, but money as well."
Los gatos son animales muy limpios.,Cats are very clean animals.
Agradecería que apagaras la luz.,I'd appreciate it if you'd turn off the lights.
"""¿Puedo usar tu diccionario?"" ""Por favor, claro que sí.""","""Could I use your dictionary?"" ""Of course."""
No quiero ver la televisión esta noche.,I don't want to watch television this evening.
Hay una manera.,There is one way.
¿Puedes resolver el misterio?,Can you solve the puzzle?
Mi jefe me tiene entre ceja y ceja.,My boss has a grudge against me.
¿Quieres jugar fútbol con nosotros?,Do you want to play soccer with us?
Mi hijo todavía no sabe contar.,My son can't count yet.
Tom no es tan alto como Mary.,Tom is not as tall as Mary.
El limpiaventanas perdió su asidero y se precipitó hacia su muerte.,The window washer lost his grip and fell to his death.
Ya he cambiado mi ropa.,I have already changed my clothes.
Tom trató de convencer a Mary de conducir la noche entera.,Tom tried to talk Mary into driving all night.
Atraparon al zorro con una trampa.,They caught the fox with a trap.
Nos estamos divirtiendo.,We're having fun.
Ahora no va a funcionar.,It's not going to work now.
¿A quién le importa lo que ellos piensan?,Who cares what they think?
Me siento a solas sin Tom.,I feel alone without Tom.
"Si Tom tuviera problemas de dinero, pienso que nos lo contaría.","If Tom had money problems, I think he'd let us know."
Ellos estarán a salvo aquí.,They'll be safe here.
No me dijo Tom que Mary era su hermana.,Tom didn't tell me Mary was his sister.
Mi idea es bastante diferente de la tuya.,My idea is quite different from yours.
Tom tocó el violín.,Tom played violin.
Tom me prometió que lo haría.,Tom promised me he'd do that.
Quitaos el sombrero.,Take off your hats.
¿Te apetecería venirte de excursión con nosotros?,Would you like to go hiking with us?
"Relájate un poco, lo necesitas.",Take a break. You could use one.
Desde la ventana se ven las chimeneas de la fábrica.,You can see the smokestacks of the factory from the window.
Se le dio la mejor instrucción que se puede conseguir con dinero.,He was given the finest education that money could buy.
Ojalá esto fuera verdad.,If only this were true.
"Antes que nada, debo decir esto.","First of all, I must say this."
A las mujeres que pretenden ser iguales a los hombres les falta ambición.,Women who seek to be equal with men lack ambition.
Cada tanto él lleva a sus hijos al zoológico.,He often takes his children to the zoo.
Tenía un primo que vivía en Boston.,I had a cousin who lived in Boston.
¿Quieres ir a pescar mañana?,Do you want to go fishing tomorrow?
¿Le gusta estar solo?,Do you like to be alone?
"Al parecer, ella sabía el secreto.",She seems to have known the secret.
¿Qué cosa conduce a la gente a votar por el FDP?,What is it that impels people to vote for the FDP?
Tenga cuidado donde clava el alfiler.,Be careful where you stick the pin.
Tom no se habla con Mary.,Tom doesn't speak to Mary.
El hombre finalmente confesó.,The man finally confessed.
Ella tiene que mentirle a su familia acerca de su novio.,She has to lie to her family about her boyfriend.
El temblor de tierra redujo muchos pueblos a escombros.,The earthquake reduced many villages to rubble.
Salí de casa pronto para no perder el tren.,I left home early so I wouldn't miss the train.
Este trabajo está a medio hacer.,This work is half-done.
"Cuando papá volvió a casa, yo estaba viendo la televisión.","When Dad came home, I was watching TV."
La policía lo tuvo detenido.,The police held him in custody.
Es peligroso escalar esa montaña.,It is dangerous to climb that mountain.
Está completamente loco.,He's completely crazy.
No quiero que se lo cuentes a nadie.,I don't want you to tell anyone.
Tom se suicidió tirándose de un puente.,Tom committed suicide by jumping off a bridge.
Rompí todas las cartas que me escribiste.,I tore up all the letters that you wrote to me.
Ha vuelto la paz después de tres años de guerra.,Peace has returned after three years of war.
Tenía que pasar en algún lado.,It had to happen somewhere.
Nos sorprendimos al escuchar la noticia.,We were surprised to hear the news.
Siempre está quejándose de una cosa o la otra.,She is always complaining about something or other.
Estoy siendo bueno con usted esta mañana.,I'm being good to you this morning.
Me imagino que tarde o temprano Tom y Mary se van a casar.,I imagine that Tom and Mary will eventually get married.
Ese es el restaurante donde comimos ayer.,That is the restaurant where we had dinner yesterday.
Estoy segura de que estarás muy cómoda allá.,I'm sure you'll be very comfortable there.
¿Cómo llamo a un taxi?,How can I call a taxi?
Es capaz de nadar muy rápido.,He is able to swim very fast.
Tom aceptó nuestra oferta y se unió a nuestra compañía.,Tom accepted our offer and joined our company.
Querría algo para leer en el tren.,I'd like something to read on the train.
Él se tiñó el pelo de negro.,He dyed his hair black.
Tom hizo como si no hubiera ocurrido nada.,Tom acted as if nothing had happened.
"Después de graduarme de la universidad, me mudé de vuelta a casa y viví con mis padres por tres años.","After I graduated from college, I moved back home and lived with my parents for three years."
¿Vas a una escuela básica?,Do you go to an elementary school?
Tom tiene un acento extraño.,Tom has a strange accent.
¿Alguna vez has intentado no ser grosero con la gente?,Have you ever tried not being rude to people?
—Hablas demasiado —dijo él.,"""You talk too much,"" he said."
Soy yo quien necesita hacer eso.,I'm the one that needs to do that.
Volveré otra vez cuando estés desocupado.,I'll come again when you're free.
Ellos quieren lastimarme.,They want to hurt me.
¿Qué quieres que haga ahora?,What do you want me to do now?
A mi hermana pequeña no le gusta el sabor del queso fresco.,My little sister doesn't like the taste of cottage cheese.
Tom accedió a aceptar la oferta de María.,Tom agreed to accept Mary's offer.
El pueblo donde vivo es muy pequeño.,The village I live in is very small.
Tom piensa que todos los asiáticos se parecen.,Tom thinks that all Asians look the same.
"Yo la amaba, pero ya no más.","I used to love her, but not anymore."
Su récord es un nuevo récord mundial en la carrera de cien metros.,His record is a new world record in the 100-meter dash.
Todos quieren dinero.,Everyone wants money.
Comencemos de todas formas.,Let's get started anyway.
Deberíamos desechar todo el asunto.,We should scrap the whole thing.
Podría haber muerto esta noche.,I could have died tonight.
Quiero que te consigas tu propio lugar.,I want you to get your own place.
Había pastores que continuaban vigilando su rebaño.,There were shepherds keeping watch over their flock.
¿Cuál es tu libro favorito?,What's your favorite book?
No creo que hayas terminado aún.,I don't think you're finished yet.
¿Tiene algunos más grandes?,Do you have any more big ones?
Estaba avergonzado de mi comportamiento.,I was ashamed of my behavior.
Esta bomba puede matar a muchas personas.,This bomb can kill many people.
La situación es desesperada.,The situation is hopeless.
El auto de Tomás está en el garage.,Tom's car is in the garage.
No quiero perderte.,I don't want to miss you.
Tomás se ríe de sus propias bromas.,Tom laughs at his own jokes.
El séptimo día de la semana es el sábado.,The seventh day of the week is Saturday.
No me gusta esperar hasta el último momento para hacer algo.,I don't like to wait until the last moment to do something.
A Tom le falta confianza en sí mismo.,Tom lacks confidence in himself.
Quería que Tom tuviera una copia de mi nueva novela.,I wanted Tom to have a copy of my new novel.
¿Cuánto puedes apostar?,How much can you bet?
Levántate por ti mismo.,Stand up for yourself.
Yo me defendí.,I fought back.
Debo confesar que aún no lo he leído.,I must confess I haven't read it yet.
Ella me sonrió.,She smiled at me.
La lista es extensa.,The list is extensive.
Mi habitación es una pocilga.,My room is a pigsty.
Me comí una hamburguesa y me fui a la cama.,"I ate a burger, then went to bed."
El experimento falló.,The experiment failed.
"Por favor abróchense el cinturón de su asiento y observen la señal de ""NO FUMAR"" hasta que se apague.","Please fasten your seat belt and observe the ""no smoking"" sign until it is turned off."
La puerta ha sido forzada.,The door has been forced.
Sabía que Tom estaría aquí.,I knew Tom would be here.
Hablo un poco de inglés.,I can speak English a little.
La mesera me saludó con una sonrisa.,The waitress greeted me with a smile.
Yo pago impuestos.,I pay taxes.
¿Cómo te gastaste el dinero que te di?,How did you spend the money that I gave you?
Puedo empezar en cualquier momento.,I can start anytime.
Cualquier cama es mejor que no tener cama.,Any bed is better than no bed.
Ella vivió ahí por años.,She lived there for years.
No puedo quitarme esa canción de mi cabeza.,I can't get that song out of my head.
No son soldados.,They're not soldiers.
¿Has aprendido mucho?,Did you learn a lot?
Tom quería ir a Boston con nosotros.,Tom wanted to go to Boston with us.
Quiero hablar ahora.,I want to speak now.
Intenten no ponerse tan tensos.,Try not to be so tense.
"En 1958, Brasil ganó su primera Copa del Mundo.","In 1958, Brazil won its first World Cup victory."
Ella se casó en contra de la voluntad de su padre.,She got married against her father's will.
¿Cuándo vivió Tomás en Boston?,When did Tom live in Boston?
¿Cuándo fue la última vez que hiciste enojar a tu madre?,When was the last time you angered your mother?
Tom va a misa cada domingo por la mañana.,Tom goes to mass every Sunday morning.
Le nombramos nuestro representante.,We appointed him as our representative.
Me bajé del auto en la calle 40.,I got out of the car at 40th Street.
Mantente alejado de mí.,Stay away from me.
¿Podría dar más detalles?,Could you elaborate?
Quiero asegurarme de que haya suficiente.,I want to make sure there is enough.
Esta chaqueta tiene botones.,This jacket has buttons.
Nos quitamos las camisetas.,We took our shirts off.
Tom no pudo entender el chiste de Mary.,Tom couldn't understand Mary's joke.
Ella ni siquiera hablaría con él.,She wouldn't even speak to him.
Tom no quería hablar con nadie.,Tom didn't want to speak to anyone.
¿Puedo sentarme cerca de vosotros?,May I sit next to you?
Tus hijos son bastante guapos.,Your sons are quite handsome.
La boda real fue un evento magnífico.,The royal wedding was a magnificent occasion.
Se gastó todo su dinero en un coche.,He spent all of his money on a car.
No se cómo cocinar,I don't know how to cook.
¿Esto es real?,Is this real?
La casa está caliente.,The house is warm.
Para los monos es sencillo trepar árboles.,It is easy for a monkey to climb a tree.
Ojalá pudiera devolverte el favor que me hiciste.,I hope I get a chance to return the favor you've done me.
Realmente no recuerdo.,I don't really remember.
Me encanta pasar el tiempo intentando armar rompecabezas.,I love to spend time trying to put together a puzzle.
Hasta aquí todo está bien.,So far everything is all right.
Este libro me pareció interesante de principio a fin.,I found this book interesting from beginning to end.
